branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,9736,10136,1.04,0.14,1.35,3,0,,,,,E57 CHOROBA NIEDOKRWIENNA SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2024,2024
,,1446,1448,1.0,0.02,0.19,2,1,,,,,E59 NAGŁE ZATRZYMANIE KRĄŻENIA,1a,2024,2024
,,28567,32966,1.15,0.47,4.38,2,1,,,,,E61 ZABURZENIA RYTMU SERCA > 69 R.Ż. LUB Z PW,1a,2024,2024
,,20355,23117,1.14,0.33,3.07,1,1,,,,,E62 ZABURZENIA RYTMU SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2024,2024
,,6074,6212,1.02,0.09,0.83,3,3,,,,,E71 OMDLENIE I ZAPAŚĆ,1a,2024,2024
,,2383,2402,1.01,0.03,0.32,2,0,,,,,E72 NIEINWAZYJNA DIAGNOSTYKA BÓLU W KLATCE PIERSIOWEJ >17 R.Ż.,1a,2024,2024
,,13778,14569,1.06,0.21,1.94,3,3,,,,,E73 CHOROBY ZASTAWEK SERCA > 17 R.Ż.,1a,2024,2024
,,537,588,1.1,0.01,0.08,2,0,,,,,E74E WRODZONE WADY SERCA > 65 R.Ż.,1a,2024,2024
,,3717,4211,1.13,0.06,0.56,1,0,,,,,E74F WRODZONE WADY SERCA > 17 R.Ż. I < 66 R.Ż.,1a,2024,2024
,,16425,17531,1.07,0.25,2.33,4,0,,,,,E77 INNE CHOROBY UKŁADU KRĄŻENIA > 17 R.Ż.,1a,2024,2024
,,564,566,1.0,0.01,0.08,9,8,,,,,E86 NADCIŚNIENIE TĘTNICZE OPORNE I WTÓRNE,1a,2024,2024
,,760,782,1.03,0.01,0.1,4,3,,,,,E87 CIĘŻKIE NADCIŚNIENIE TĘTNICZE > 17 R.Ż.,1a,2024,2024
,,35596,36809,1.03,0.52,4.89,3,3,,,,,E88 NADCIŚNIENIE TĘTNICZE > 17 R.Ż.,1a,2024,2024
,,394,394,1.0,0.01,0.05,1,1,,,,,E89 KOMPLEKSOWA DIAGNOSTYKA KARDIOLOGICZNA,1a,2024,2024
,,569,573,1.01,0.01,0.09,14,11,,,,,F01 KOMPLEKSOWE ZABIEGI PRZEŁYKU *,1a,2024,2024
,,3140,3803,1.21,0.05,0.6,3,2,,,,,"F02 DUŻE ZABIEGI PRZEŁYKU, W TYM PROTEZOWANIE *",1a,2024,2024
,,3306,4815,1.46,0.07,0.76,1,0,,,,,F03 ŚREDNIE I ENDOSKOPOWE ZABIEGI PRZEŁYKU *,1a,2024,2024
,,3913,3952,1.01,0.06,0.63,1,0,,,,,F04 DIAGNOSTYCZNE I MAŁE  ZABIEGI PRZEWODU POKARMOWEGO *,1a,2024,2024
,,4596,4672,1.02,0.07,0.74,1,0,,,,,F05 DIAGNOSTYCZNE I MAŁE ZABIEGI GÓRNEGO ODCINKA PRZEWODU POKARMOWEGO* *,1a,2024,2024
,,5624,5783,1.03,0.08,0.92,2,2,,,,,F06 ŚREDNIE I ENDOSKOPOWE ZABIEGI GÓRNEGO ODCINKA PRZEWODU POKARMOWEGO* *,1a,2024,2024
,,8363,8934,1.07,0.13,1.41,3,3,,,,,F07E CHOROBY PRZEŁYKU > 65 R.Ż.,1a,2024,2024
,,11079,11867,1.07,0.17,1.88,2,2,,,,,F07F CHOROBY PRZEŁYKU < 66 R.Ż.,1a,2024,2024
,,1260,1263,1.0,0.02,0.2,12,9,,,,,F11E KOMPLEKSOWE ZABIEGI ŻOŁĄDKA I DWUNASTNICY > 65 R.Ż. *,1a,2024,2024
,,979,981,1.0,0.01,0.16,9,8,,,,,F11F KOMPLEKSOWE ZABIEGI ŻOŁĄDKA I DWUNASTNICY < 66 R.Ż. *,1a,2024,2024
,,6961,7052,1.01,0.1,1.12,6,6,,,,,F12 DUŻE ZABIEGI ŻOŁĄDKA I DWUNASTNICY *,1a,2024,2024
,,4845,4947,1.02,0.07,0.78,1,0,,,,,F13 ZABIEGI LECZNICZE ŻOŁĄDKA I DWUNASTNICY *,1a,2024,2024
,,7718,7740,1.0,0.11,1.22,3,3,,,,,F14 CHIRURGICZNE LECZENIE OTYŁOŚCI *,1a,2024,2024
,,20148,21455,1.06,0.3,3.4,3,2,,,,,F16E CHOROBY ŻOŁĄDKA I DWUNASTNICY > 65 R.Ż. *,1a,2024,2024
,,21380,22371,1.05,0.32,3.54,2,0,,,,,F16F CHOROBY ŻOŁĄDKA I DWUNASTNICY < 66 R.Ż. *,1a,2024,2024
,,5827,5886,1.01,0.08,0.93,9,7,,,,,F21 KOMPLEKSOWE ZABIEGI JELITA CIENKIEGO *,1a,2024,2024
,,9340,9475,1.01,0.13,1.5,6,2,,,,,F22 DUŻE I ENDOSKOPOWE ZABIEGI JELITA CIENKIEGO *,1a,2024,2024
,,2001,2143,1.07,0.03,0.34,4,1,,,,,F26E CHOROBY JELITA CIENKIEGO (BEZ CHORÓB ZAPALNYCH) > 65 R.Ż,1a,2024,2024
,,1799,2002,1.11,0.03,0.32,3,1,,,,,F26F CHOROBY JELITA CIENKIEGO (BEZ CHORÓB ZAPALNYCH) < 66 R.Ż.,1a,2024,2024
,,13323,13460,1.01,0.19,2.13,8,7,,,,,F30 KOMPLEKSOWE I DUŻE ZABIEGI JELITA GRUBEGO* *,1a,2024,2024
,,8895,8908,1.0,0.13,1.41,8,7,,,,,F31 KOMPLEKSOWE ZABIEGI JELITA GRUBEGO *,1a,2024,2024
,,5822,5962,1.02,0.08,0.94,3,2,,,,,F32 DUŻE I ENDOSKOPOWE ZABIEGI JELITA GRUBEGO *,1a,2024,2024
,,1399,1452,1.04,0.02,0.23,4,2,,,,,F32O DUŻE I ENDOSKOPOWE ZABIEGI JELITA GRUBEGO W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2024,2024
,,39213,39925,1.02,0.57,6.32,1,0,,,,,F34 ŚREDNIE I ENDOSKOPOWE ZABIEGI PRZEWODU POKARMOWEGO *,1a,2024,2024
,,50203,55717,1.11,0.79,8.82,2,2,,,,,F36 CHOROBY JELITA GRUBEGO,1a,2024,2024
,,23959,24220,1.01,0.34,3.83,1,0,,,,,F37 DIAGNOSTYCZNE I MAŁE ZABIEGI DOLNEGO ODCINKA PRZEWODU POKARMOWEGO* *,1a,2024,2024
,,5388,5533,1.03,0.08,0.88,1,1,,,,,F38 ŚREDNIE I ENDOSKOPOWE ZABIEGI DOLNEGO ODCINKA PRZEWODU POKARMOWEGO* *,1a,2024,2024
,,31673,31953,1.01,0.45,5.06,4,2,,,,,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2024,2024
,,859,870,1.01,0.01,0.14,8,7,,,,,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2024,2024
,,4907,5211,1.06,0.07,0.82,7,2,,,,,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2024,2024
,,8165,8535,1.05,0.12,1.35,3,2,,,,,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2024,2024
,,1829,1889,1.03,0.03,0.3,1,2,,,,,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2024,2024
,,1351,1355,1.0,0.02,0.21,6,6,,,,,F45R LECZENIE CHIRURGICZNE NOWOTWORU ZŁOŚLIWEGO JELITA GRUBEGO Z ZASTOSOWANIEM SYSTEMU ROBOTOWEGO* *,1a,2024,2024
,,71078,74651,1.05,1.06,11.82,3,2,,,,,F46 CHOROBY JAMY BRZUSZNEJ,1a,2024,2024
,,1277,1298,1.02,0.02,0.21,6,5,,,,,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2024,2024
,,4185,4229,1.01,0.06,0.67,4,3,,,,,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2024,2024
,,350,355,1.01,0.0,0.06,10,8,,,,,F51 KOMPLEKSOWE ZABIEGI W CHOROBACH ZAPALNYCH JELIT *,1a,2024,2024
,,1303,1418,1.09,0.02,0.22,2,2,,,,,F52 DUŻE I ENDOSKOPOWE ZABIEGI W CHOROBACH ZAPALNYCH JELIT *,1a,2024,2024
,,15866,18085,1.14,0.26,2.86,8,3,,,,,F58E CHOROBY ZAPALNE JELIT > 65 R.Ż,1a,2024,2024
,,17271,20957,1.21,0.3,3.32,3,0,,,,,F58F CHOROBY ZAPALNE JELIT < 66 R.Ż.,1a,2024,2024
,,190,191,1.01,0.0,0.03,15,8,,,,,F61 KOMPLEKSOWE ZABIEGI W KRWAWIENIACH Z PRZEWODU POKARMOWEGO *,1a,2024,2024
,,11926,12449,1.04,0.18,1.97,5,4,,,,,F62 DUŻE I ENDOSKOPOWE LECZNICZE ZABIEGI W KRWAWIENIACH Z PRZEWODU POKARMOWEGO *,1a,2024,2024
,,12105,12596,1.04,0.18,1.99,4,3,,,,,F66 KRWAWIENIA Z PRZEWODU POKARMOWEGO - LECZENIE ZACHOWAWCZE,1a,2024,2024
,,82743,84282,1.02,1.2,13.34,2,2,,,,,F72 OPERACJE PRZEPUKLIN JAMY BRZUSZNEJ Z WSZCZEPEM *,1a,2024,2024
,,16907,16986,1.0,0.24,2.69,2,2,,,,,F73 OPERACJE PRZEPUKLIN BRZUSZNYCH *,1a,2024,2024
,,4799,4799,1.0,0.07,0.76,4,3,,,,,F82 WYCIĘCIE WYROSTKA ROBACZKOWEGO Z POWIKŁANIAMI *,1a,2024,2024
,,17095,17097,1.0,0.24,2.71,3,2,,,,,F83 WYCIĘCIE WYROSTKA ROBACZKOWEGO *,1a,2024,2024
,,369,378,1.02,0.01,0.06,5,4,,,,,F86E CHOROBY WYROSTKA ROBACZKOWEGO > 65 R.Ż.,1a,2024,2024
,,724,742,1.02,0.01,0.12,4,2,,,,,F86F CHOROBY WYROSTKA ROBACZKOWEGO < 66 R.Ż.,1a,2024,2024
,,16805,17459,1.04,0.25,2.76,2,2,,,,,F93 ŚREDNIE ZABIEGI ODBYTU *,1a,2024,2024
,,6312,6500,1.03,0.09,1.03,2,2,,,,,F94 MAŁE ZABIEGI ODBYTU I ODBYTNICY *,1a,2024,2024
,,2484,2648,1.07,0.04,0.42,4,0,,,,,F96 CHOROBY ODBYTU,1a,2024,2024
,,1022,1030,1.01,0.01,0.37,7,6,,,,,G01 ROZLEGŁE ZABIEGI WĄTROBY *,1a,2024,2024
,,1626,1836,1.13,0.03,0.66,4,2,,,,,G11 KOMPLEKSOWE ZABIEGI WĄTROBY *,1a,2024,2024
,,57,57,1.0,0.0,0.02,4,2,,,,,G12 DUŻE ZABIEGI WĄTROBY *,1a,2024,2024
,,145,145,1.0,0.0,0.05,5,2,,,,,G13 ŚREDNIE ZABIEGI WĄTROBY *,1a,2024,2024
,,2119,2221,1.05,0.03,0.8,1,1,,,,,G14 MAŁE ZABIEGI WĄTROBY *,1a,2024,2024
,,619,659,1.06,0.01,0.24,4,2,,,,,G15 DUŻE I ŚREDNIE ZABIEGI WĄTROBY* *,1a,2024,2024
,,7619,8662,1.14,0.12,3.11,4,3,,,,,G16 OSTRE CHOROBY WĄTROBY,1a,2024,2024
,,26695,29509,1.11,0.42,10.58,8,6,,,,,G17 PRZEWLEKŁE CHOROBY WĄTROBY Z PW >5 DNI,1a,2024,2024
,,25455,28673,1.13,0.41,10.28,3,3,,,,,G18 PRZEWLEKŁE CHOROBY WĄTROBY BEZ PW,1a,2024,2024
,,721,782,1.08,0.01,0.28,10,4,,,,,G21 KOMPLEKSOWE ZABIEGI PRZEWODÓW ŻÓŁCIOWYCH *,1a,2024,2024
,,1822,1843,1.01,0.03,0.66,3,2,,,,,G22 DUŻE ZABIEGI PRZEWODÓW ŻÓŁCIOWYCH *,1a,2024,2024
,,25689,25705,1.0,0.37,9.22,3,2,,,,,G25E WYCIĘCIE PĘCHERZYKA ŻÓŁCIOWEGO > 65 R.Ż. *,1a,2024,2024
,,57646,57662,1.0,0.82,20.68,2,2,,,,,G25F WYCIĘCIE PĘCHERZYKA ŻÓŁCIOWEGO < 66 R.Ż *,1a,2024,2024
,,8798,9452,1.07,0.13,3.39,5,1,,,,,G26E CHOROBY DRÓG ŻÓŁCIOWYCH > 65 R.Ż.,1a,2024,2024
,,6627,7079,1.07,0.1,2.54,3,1,,,,,G26F CHOROBY DRÓG ŻÓŁCIOWYCH < 66 R.Ż.,1a,2024,2024
,,4423,5275,1.19,0.07,1.89,4,0,,,,,G28 NOWOTWORY DRÓG ŻÓŁCIOWYCH,1a,2024,2024
,,10,10,1.0,0.0,0.0,14,8,,,,,G30 PRZESZCZEPIENIE TRZUSTKI *,1a,2024,2024
,,581,581,1.0,0.01,0.21,9,8,,,,,G31G RESEKCJE TRZUSTKI BEZ ZABIEGÓW REKONSTRUKCYJNYCH *,1a,2024,2024
,,867,870,1.0,0.01,0.31,14,9,,,,,G31H KOMPLEKSOWE ZABIEGI TRZUSTKI Z REKONSTRUKCJĄ (PANKREATODUODENEKTOMIE) *,1a,2024,2024
,,548,549,1.0,0.01,0.2,13,9,,,,,G31O KOMPLEKSOWE ZABIEGI TRZUSTKI Z REKONSTRUKCJĄ (PANKREATODUODENEKTOMIE) W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2024,2024
,,584,602,1.03,0.01,0.22,6,3,,,,,G32 DUŻE ZABIEGI TRZUSTKI *,1a,2024,2024
,,5343,6104,1.14,0.09,2.19,4,2,,,,,G33 ZABIEGI ENDOSKOPOWE I PRZEZSKÓRNE DRÓG ŻÓŁCIOWYCH I TRZUSTKI Z WPROWADZENIEM PROTEZY SAMOROZPRĘŻALNEJ *,1a,2024,2024
,,23102,30073,1.3,0.43,10.79,3,2,,,,,G34 ZABIEGI ENDOSKOPOWE I PRZEZSKÓRNE DRÓG ŻÓŁCIOWYCH I TRZUSTKI *,1a,2024,2024
,,20955,22811,1.09,0.32,8.18,1,0,,,,,G35 INNE ZABIEGI DRÓG ŻÓŁCIOWYCH I TRZUSTKI *,1a,2024,2024
,,4965,5168,1.04,0.07,1.85,10,7,,,,,G36 OSTRE ZAPALENIE TRZUSTKI O CIĘŻKIM PRZEBIEGU,1a,2024,2024
,,17817,19496,1.09,0.28,6.99,6,5,,,,,G37 OSTRE ZAPALENIE TRZUSTKI,1a,2024,2024
,,8689,10742,1.24,0.15,3.85,4,0,,,,,G38 PRZEWLEKŁE CHOROBY TRZUSTKI,1a,2024,2024
,,1237,1238,1.0,0.02,0.44,7,5,,,,,G42 ZABIEGI ŚLEDZIONY *,1a,2024,2024
,,8048,8218,1.02,0.12,1.15,4,3,,,,,"H01 ENDOPROTEZOPLASTYKA ŁOKCIA, BARKU, NADGARSTKA, STAWU SKOKOWO-GOLENIOWEGO, PIERWOTNA CZĘŚCIOWA KOLANA *",1a,2024,2024
,,78,78,1.0,0.0,0.01,7,6,,,,,H02 ENDOPROTEZOPLASTYKA PIERWOTNA CZĘŚCIOWA STAWU BIODROWEGO *,1a,2024,2024
,,440,446,1.01,0.01,0.06,10,4,,,,,"H09 ZABIEGI OPERACYJNE - REWIZYJNE Z POWODU ASEPTYCZNEGO OBLUZOWANIA LUB Z TOWARZYSZĄCYM ZŁAMANIEM ""OKOŁOPROTEZOWYM"" *",1a,2024,2024
,,1119,1207,1.08,0.02,0.17,16,8,,,,,H10 ZABIEGI OPERACYJNE - REWIZYJNE W PRZYPADKACH INFEKCJI WOKÓŁ PROTEZY *,1a,2024,2024
,,1972,2053,1.04,0.03,0.29,8,7,,,,,H11 ZABIEGI RESEKCYJNE ZMIAN NOWOTWOROWYCH LUB GUZOWATYCH Z ENDOPROTEZOPLASTYKĄ LUB ZABIEG REWIZYJNY Z UŻYCIEM PROTEZ PORESEKCYJNYCH *,1a,2024,2024
,,608,640,1.05,0.01,0.09,16,15,,,,,H12 CZASOWE IMPLANTY UWALNIAJĄCE ANTYBIOTYKI W LECZENIU INFEKCJI OKOŁOPROTEZOWYCH *,1a,2024,2024
,,13866,13967,1.01,0.2,1.95,7,5,,,,,H13 ENDOPROTEZOPLASTYKA PIERWOTNA CAŁKOWITA BIODRA *,1a,2024,2024
,,46255,47420,1.03,0.67,6.63,5,4,,,,,"H14 ENDOPROTEZOPLASTYKA PIERWOTNA CAŁKOWITA BIODRA Z REKONSTRUKCJĄ KOSTNĄ, ENDOPROTEZOPLASTYKA STAWU BIODROWEGO Z ZASTOSOWANIEM TRZPIENIA PRZYNASADOWEGO, KAPOPLASTYKA STAWU BIODROWEGO *",1a,2024,2024
,,36948,37830,1.02,0.54,5.29,5,4,,,,,H15 ENDOPROTEZOPLASTYKA PIERWOTNA CAŁKOWITA KOLANA *,1a,2024,2024
,,1175,1228,1.05,0.02,0.17,8,4,,,,,H16 ENDOPROTEZOPLASTYKA REWIZYJNA CZĘŚCIOWA BIODRA *,1a,2024,2024
,,1943,2012,1.04,0.03,0.28,8,7,,,,,H17 ENDOPROTEZOPLASTYKA REWIZYJNA CAŁKOWITA BIODRA *,1a,2024,2024
,,828,843,1.02,0.01,0.12,5,4,,,,,H18 ENDOPROTEZOPLASTYKA REWIZYJNA CZĘŚCIOWA KOLANA *,1a,2024,2024
,,1005,1016,1.01,0.01,0.14,7,7,,,,,H19 ENDOPROTEZOPLASTYKA REWIZYJNA CAŁKOWITA KOLANA *,1a,2024,2024
,,9737,9802,1.01,0.14,1.37,2,2,,,,,H21 ARTROSKOPOWA REKONSTRUKCJA Z UŻYCIEM IMPLANTÓW MOCUJĄCYCH *,1a,2024,2024
,,11889,12027,1.01,0.17,1.68,2,2,,,,,H22 ARTROSKOPIA LECZNICZA *,1a,2024,2024
,,1723,1731,1.0,0.02,0.24,2,2,,,,,H23 ARTROSKOPIA DIAGNOSTYCZNO - LECZNICZA *,1a,2024,2024
,,4358,4444,1.02,0.06,0.62,4,2,,,,,H31E KOMPLEKSOWE ZABIEGI W ZAKRESIE KOŃCZYNY DOLNEJ I MIEDNICY > 65 R.Ż. *,1a,2024,2024
,,30698,31161,1.02,0.44,4.36,2,2,,,,,H31F KOMPLEKSOWE ZABIEGI W ZAKRESIE KOŃCZYNY DOLNEJ I MIEDNICY < 66 R.Ż. *,1a,2024,2024
,,36354,37315,1.03,0.53,5.22,2,2,,,,,H32 DUŻE ZABIEGI W ZAKRESIE KOŃCZYNY DOLNEJ I MIEDNICY *,1a,2024,2024
,,25166,26038,1.03,0.37,3.64,2,2,,,,,H33 ŚREDNIE ZABIEGI NA KOŃCZYNIE DOLNEJ *,1a,2024,2024
,,94,94,1.0,0.0,0.01,8,6,,,,,H40 REPLANTACJA KOŃCZYNY GÓRNEJ *,1a,2024,2024
,,3651,3792,1.04,0.05,0.53,2,2,,,,,"H41 REKONSTRUKCJA FUNKCJI RĘKI, W TYM MIKROCHIRURGICZNA *",1a,2024,2024
,,29740,30726,1.03,0.44,4.3,2,2,,,,,H42 DUŻE ZABIEGI NA KOŃCZYNIE GÓRNEJ *,1a,2024,2024
,,37050,39254,1.06,0.56,5.49,0,0,,,,,H43 ŚREDNIE ZABIEGI NA KOŃCZYNIE GÓRNEJ *,1a,2024,2024
,,8857,9153,1.03,0.13,1.28,5,3,,,,,H51 KOMPLEKSOWE ZABIEGI KOREKCYJNE KRĘGOSŁUPA *,1a,2024,2024
,,22671,23531,1.04,0.33,3.29,3,3,,,,,H52 ZABIEGI NA KRĘGOSŁUPIE Z ZASTOSOWANIEM IMPLANTÓW *,1a,2024,2024
,,7849,8712,1.11,0.12,1.22,2,2,,,,,H53 ZABIEGI NA KRĘGOSŁUPIE BEZ STOSOWANIA IMPLANTÓW *,1a,2024,2024
,,25816,30971,1.2,0.44,4.33,0,0,,,,,H55 ZABIEGI ARTROSKOPOWE I PRZEZSKÓRNE W ZAKRESIE KRĘGOSŁUPA *,1a,2024,2024
,,2106,2157,1.02,0.03,0.3,1,0,,,,,H56C ZESPOŁY BÓLOWE KRĘGOSLUPA < 4 DNI,1a,2024,2024
,,1743,1759,1.01,0.02,0.25,6,4,,,,,H56D ZESPOŁY BÓLOWE KRĘGOSŁUPA >3 DNI,1a,2024,2024
,,316,316,1.0,0.0,0.04,12,7,,,,,H60 REKONSTRUKCJA ZŁAMAŃ W OBRĘBIE MIEDNICY Z PW *,1a,2024,2024
,,342,344,1.01,0.0,0.05,10,6,,,,,H61 REKONSTRUKCJA ZŁAMAŃ W OBRĘBIE MIEDNICY BEZ PW *,1a,2024,2024
,,26600,26999,1.02,0.38,3.78,6,6,,,,,H62E ZŁAMANIA LUB ZWICHNIĘCIA W OBRĘBIE MIEDNICY LUB KOŃCZYNY DOLNEJ > 65 R.Ż. *,1a,2024,2024
,,23686,23992,1.01,0.34,3.36,4,2,,,,,H62F ZŁAMANIA LUB ZWICHNIĘCIA W OBRĘBIE MIEDNICY LUB KOŃCZYNY DOLNEJ < 66 R.Ż. *,1a,2024,2024
,,38073,38461,1.01,0.55,5.38,2,2,,,,,H63 ZŁAMANIA LUB ZWICHNIĘCIA W OBRĘBIE KOŃCZYNY GÓRNEJ *,1a,2024,2024
,,6720,7191,1.07,0.1,1.01,1,1,,,,,H64 MNIEJSZE ZŁAMANIA LUB ZWICHNIĘCIA *,1a,2024,2024
,,1077,1085,1.01,0.02,0.15,5,3,,,,,"H67 CZYNNOŚCIOWE LECZENIE ZŁAMAŃ KOŚCI DŁUGICH, STAWOWYCH, MIEDNICY, KRĘGOSŁUPA",1a,2024,2024
,,8618,9196,1.07,0.13,1.29,9,7,,,,,H72 AMPUTACJE ROZLEGŁE I DUŻE *,1a,2024,2024
,,1260,1301,1.03,0.02,0.18,4,2,,,,,H74E MNIEJSZE AMPUTACJE > 65 R.Ż. *,1a,2024,2024
,,1162,1192,1.03,0.02,0.17,2,1,,,,,H74F MNIEJSZE AMPUTACJE < 66 R.Ż. *,1a,2024,2024
,,3593,3707,1.03,0.05,0.52,2,2,,,,,"H80 ARTROTOMIE W CHOROBACH INFEKCYJNYCH, NOWOTWOROWYCH KOŚCI, STAWÓW, TKANKI ŁĄCZNEJ *",1a,2024,2024
,,1598,1687,1.06,0.02,0.24,16,11,,,,,"H81 KOMPLEKSOWE ZABIEGI W CHOROBACH INFEKCYJNYCH, NOWOTWOROWYCH KOŚCI, STAWÓW, TKANKI ŁĄCZNEJ > 10 DNI *",1a,2024,2024
,,1918,1956,1.02,0.03,0.27,2,2,,,,,"H82 DUŻE ZABIEGI W CHOROBACH INFEKCYJNYCH, NOWOTWOROWYCH  KOŚCI, STAWÓW, TKANKI ŁĄCZNEJ *",1a,2024,2024
,,63487,66231,1.04,0.94,9.26,2,0,,,,,H83 ŚREDNIE ZABIEGI NA TKANKACH MIĘKKICH *,1a,2024,2024
,,525,548,1.04,0.01,0.08,4,2,,,,,H83O ŚREDNIE ZABIEGI NA TKANKACH MIĘKKICH W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2024,2024
,,16344,16721,1.02,0.24,2.34,1,0,,,,,H84 MNIEJSZE ZABIEGI W OBRĘBIE UKŁADU MIĘŚNIOWO-SZKIELETOWEGO LUB TKANEK MIĘKKICH *,1a,2024,2024
,,116,124,1.07,0.0,0.02,2,2,,,,,H84O MNIEJSZE ZABIEGI W OBRĘBIE UKŁADU MIĘŚNIOWO-SZKIELETOWEGO LUB TKANEK MIĘKKICH W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2024,2024
,,1182,1650,1.4,0.02,0.23,0,0,,,,,H85E POURAZOWE USZKODZENIA POZA USZKODZENIEM MÓZGU > 65 R.Ż.,1a,2024,2024
,,1433,2018,1.41,0.03,0.28,0,0,,,,,H85F POURAZOWE USZKODZENIA POZA USZKODZENIEM MÓZGU > 17 R.Ż. I < 66 R.Ż.,1a,2024,2024
,,5275,6088,1.15,0.09,0.85,1,0,,,,,H86 CHOROBY TKANEK MIĘKKICH,1a,2024,2024
,,46475,52624,1.13,0.75,7.36,5,4,,,,,H87 CHOROBY ZAPALNE STAWÓW I TKANKI ŁĄCZNEJ,1a,2024,2024
,,3444,3886,1.13,0.06,0.54,7,3,,,,,H88 CHOROBY INFEKCYJNE KOŚCI I STAWÓW,1a,2024,2024
,,25950,28415,1.1,0.4,3.97,2,0,,,,,H89 CHOROBY NIEZAPALNE KOŚCI I STAWÓW,1a,2024,2024
,,234,243,1.04,0.0,0.03,14,11,,,,,H90 ZAPALENIA STAWÓW I UKŁADOWE CHOROBY TKANKI ŁĄCZNEJ WYMAGAJĄCE INTENSYWNEGO LECZENIA > 10 DNI,1a,2024,2024
,,212,213,1.0,0.0,0.03,2,2,,,,,H95 KOMPLEKSOWA DIAGNOSTYKA CHORÓB REUMATOLOGICZNYCH,1a,2024,2024
,,11516,18213,1.58,0.26,2.55,2,0,,,,,H96C UKŁADOWE CHOROBY TKANKI ŁĄCZNEJ,1a,2024,2024
,,9787,10334,1.06,0.15,1.45,6,4,,,,,H96D UKŁADOWE CHOROBY TKANKI ŁĄCZNEJ > 3 DNI,1a,2024,2024
,,619,645,1.04,0.01,0.09,5,4,,,,,H98 KRYSTALOPATIE,1a,2024,2024
,,638,643,1.01,0.01,0.31,2,1,,,,,J01G RADYKALNE ODJĘCIE PIERSI Z REKONSTRUKCJĄ Z ZASTOSOWANIEM TKANKI WŁASNEJ*,1a,2024,2024
,,3500,3562,1.02,0.05,1.74,3,3,,,,,J01H RADYKALNE ODJĘCIE PIERSI Z REKONSTRUKCJĄ Z ZASTOSOWANIEM PROTEZY/ EKSPANDERA*,1a,2024,2024
,,19500,20171,1.03,0.29,9.87,3,2,,,,,J02 KOMPLEKSOWE ZABIEGI W OBRĘBIE PIERSI *,1a,2024,2024
,,1332,1370,1.03,0.02,0.67,3,2,,,,,J03E DUŻE ZABIEGI W OBRĘBIE PIERSI > 65 R.Ż. *,1a,2024,2024
,,1693,1731,1.02,0.02,0.85,2,2,,,,,J03F DUŻE ZABIEGI W OBRĘBIE PIERSI < 66 R.Ż. *,1a,2024,2024
,,588,601,1.02,0.01,0.29,3,2,,,,,J03O DUŻE ZABIEGI W OBRĘBIE PIERSI < 66 R.Ż. W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2024,2024
,,584,592,1.01,0.01,0.29,3,2,,,,,J04G ZABIEGI REKONSTRUKCYJNE PIERSI Z ZASTOSOWANIEM TKANKI WŁASNEJ*,1a,2024,2024
,,2224,2475,1.11,0.04,1.21,3,2,,,,,J04H ZABIEGI REKONSTRUKCYJNE PIERSI Z ZASTOSOWANIEM PROTEZY/ EKSPANDERA*,1a,2024,2024
,,4974,5038,1.01,0.07,2.46,2,2,,,,,J05 ŚREDNIA CHIRURGIA PIERSI *,1a,2024,2024
,,2297,2348,1.02,0.03,1.15,1,0,,,,,J06 MAŁA CHIRURGIA PIERSI *,1a,2024,2024
,,1604,1649,1.03,0.02,0.81,2,0,,,,,J07 CHOROBY PIERSI ŁAGODNE *,1a,2024,2024
,,7188,9465,1.32,0.13,4.63,0,0,,,,,J08 CHOROBY PIERSI ZŁOŚLIWE *,1a,2024,2024
,,3745,3912,1.04,0.06,1.91,0,0,,,,,J10 BIOPSJA MAMMOTOMICZNA *,1a,2024,2024
,,27,27,1.0,0.0,0.01,23,1,,,,,J22 EKSTREMALNE OPARZENIA Z ZABIEGIEM CHIRURGICZNYM > 15 DNI *,1a,2024,2024
