procedure-code,procedure-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
89.04,Opieka pielęgniarki lub położnej,51,8.24,3,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
89.521,Elektrokardiografia nieokreślona,38,6.14,4,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
89.7,Badanie fizykalne,36,5.82,4,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
88.56,Koronarografia z użyciem dwóch cewników,36,5.82,6,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
37.21,Cewnikowanie prawego serca,35,5.65,5,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
89.61,Monitorowanie systemowego ciśnienia tętniczego,35,5.65,4,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
100.01,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (do 2 godzin),34,5.49,4,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
89.52,Elektrokardiogram,31,5.01,4,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
87.44,Rutynowe zdjęcie RTG klatki piersiowej,26,4.2,4,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
88.72,Diagnostyka ultrasonograficzna serca,24,3.88,5,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
89.541,Monitorowanie czynności serca przy pomocy urządzeń analogowych (typu Holter),23,3.72,6,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
89.51,Elektrokardiogram (ocena rytmu serca),19,3.07,6,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
89.511,Elektrokardiografia z 1-3 odprowadzeniami,19,3.07,3,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
35.713,Zamknięcie ubytku międzyprzedsionkowego typu ostium secundum,17,2.75,2,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
99.218,Podanie antybiotyku dożylnie lub we wlewie,13,2.1,3,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
23.0105,Konsultacja specjalistyczna,13,2.1,4,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
88.421,Aortografia (łuk aorty) z kontrastem,10,1.62,4,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
100.10,Znieczulenie całkowite dożylne (do 30 minut),10,1.62,5,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
100.11,Znieczulenie całkowite dożylne (od 30 minut do 60 minut),9,1.45,3,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
88.724,Echokardiografia z kontrastem,9,1.45,4,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
23.0402,Znieczulenie miejscowe nasiękowe,8,1.29,5,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
88.716,USG przezczaszkowa - doppler,7,1.13,4,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
35.712,Zamknięcie przetrwałego otworu owalnego,7,1.13,3,E21 PRZEZSKÓRNE ZAMKNIĘCIE NIEPRAWIDŁOWYCH POŁĄCZEŃ WEWNĄTRZSERCOWYCH I ZEWNĄTRZSERCOWYCH > 17 R.Ż. *,1a,2009,2009
35.961,Przezskórna balonowa walwuloplastyka,128,94.81,6,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.721,Echokardiografia,116,85.93,7,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.522,Elektrokardiografia z 12 lub więcej odprowadzeniami (z opisem),47,34.81,9,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.722,Echokardiografia przezprzełykowa,39,28.89,7,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.56,Koronarografia z użyciem dwóch cewników,25,18.52,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.421,Aortografia (łuk aorty) z kontrastem,24,17.78,9,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
37.71,Wstępne wprowadzenie przezżylnej elektrody do komory,21,15.56,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
87.44,Rutynowe zdjęcie RTG klatki piersiowej,20,14.81,6,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.52,Elektrokardiogram,19,14.07,5,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
87.441,RTG płuc - inne,19,14.07,11,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.51,Elektrokardiogram (ocena rytmu serca),17,12.59,6,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.48,Arteriografia tętnic kończyny dolnej z kontrastem,12,8.89,14,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.541,Monitorowanie czynności serca przy pomocy urządzeń analogowych (typu Holter),11,8.15,9,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
37.22,Cewnikowanie lewego serca,10,7.41,6,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.772,Obrazowanie kolorowe naczyń obwodowych 2D z analizą spektralną,10,7.41,8,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
37.21,Cewnikowanie prawego serca,9,6.67,5,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
00.661,Przezskórna angioplastyka wieńcowa (PCI) z zastosowaniem balonu,9,6.67,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.521,Elektrokardiografia nieokreślona,8,5.93,6,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.714,USG naczyń szyi - doppler,8,5.93,14,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
00.40,Zabieg na pojedynczym naczyniu,7,5.19,18,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.429,Aortografia innych odcinków aorty z kontrastem,7,5.19,13,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.381,Badanie objętości płuc metodą pletyzmograficzną,6,4.44,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.61,Monitorowanie systemowego ciśnienia tętniczego,6,4.44,10,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.769,USG brzucha - inne,6,4.44,26,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.773,Obrazowanie kolorowe naczyń obwodowych 2D power doppler,6,4.44,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
37.23,Cewnikowanie lewego i prawego serca,5,3.7,10,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.38,Tomografia komputerowa - inne,5,3.7,16,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.540,Monitorowanie podstawowych funkcji życiowych,5,3.7,8,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.539,Angiokardiografia lewego serca - inne,4,2.96,9,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
100.11,Znieczulenie całkowite dożylne (od 30 minut do 60 minut),4,2.96,5,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.449,Testy wysiłkowe - inne,4,2.96,6,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.7,Badanie fizykalne,4,2.96,8,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.72,Diagnostyka ultrasonograficzna serca,4,2.96,8,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
00.45,Wprowadzenie jednego stentu naczyniowego,4,2.96,19,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
96.71,Wentylacja wspomagana przez rurkę intubacyjną,3,2.22,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.549,Monitorowanie elektrokardiograficzne - inne,3,2.22,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
99.297,24-godzinny dożylny wlew - innych leków inotropowo dodatnich,3,2.22,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.529,Angiokardiografia prawego serca - inne,3,2.22,5,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.62,Monitorowanie centralnego ciśnienia żylnego,3,2.22,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.00,"Porada lekarska, konsultacja, asysta",3,2.22,9,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
100.61,Założenie cewnika do tętnicy,3,2.22,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.43,Arteriografia tętnic płucnych z kontrastem,3,2.22,8,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
100.62,Założenie cewnika do żyły centralnej,3,2.22,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.602,Pulsoksymetria,3,2.22,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.771,Badanie USG zakrzepicy żył głębokich,3,2.22,14,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
96.55,Toaleta drzewa oskrzelowego,3,2.22,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
35.02,Zamknięta walwulotomia mitralna,3,2.22,6,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
99.07,Przetoczenie osocza - inne,3,2.22,18,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
96.35,Podawanie substancji odżywczych do żołądka przez sondę,3,2.22,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
00.46,Wprowadzenie dwóch stentów naczyniowych,2,1.48,10,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
99.63,Pośredni masaż serca,2,1.48,10,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
87.42,Tomografia klatki piersiowej - inne,2,1.48,10,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.012,TK jamy brzusznej lub miednicy małej bez wzmocnienia kontrastowego i co najmniej dwie fazy ze wzmocnieniem kontrastowym,2,1.48,15,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
36.06,"Wprowadzenie stentu(ów) nie uwalniającego leków antyproliferacyjnych, do naczynia wieńcowego",2,1.48,10,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
36.061,"Wprowadzenie stentu(ów) nie uwalniającego leków antyproliferacyjnych, do naczynia wieńcowego - stent niepowlekany",2,1.48,23,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
100.10,Znieczulenie całkowite dożylne (do 30 minut),2,1.48,15,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.65,Gazometria krwi tętniczej,2,1.48,16,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
35.01,Zamknięta walwulotomia aortalna,2,1.48,8,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.542,Monitorowanie ciśnienia tętniczego krwi przy pomocy urządzeń analogowych (typu Holter),2,1.48,14,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
96.782,Ciągła mechaniczna wentylacja trwająca 96 lub więcej godzin,2,1.48,10,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
87.031,TK głowy bez i ze wzmocnieniem kontrastowym,2,1.48,8,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
88.39,Zdjęcie RTG - inne,2,1.48,12,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
89.502,Monitorowanie czynności serca za pomocą urządzeń analogowych lub cyfrowych (typu Holter) - Holter EKG,2,1.48,13,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
37.61,Wszczepienie balona pulsacyjnego,2,1.48,15,E22 PRZEZSKÓRNE WALWULOPLASTYKI > 17 R.Ż.*,1a,2009,2009
36.07,Wprowadzenie stentu(ów) uwalniającego leki do tętnicy wieńcowej,17777,100.0,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
36.091,Angioplastyka wieńcowa nie określona inaczej,10591,59.58,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
88.56,Koronarografia z użyciem dwóch cewników,8179,46.01,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.522,Elektrokardiografia z 12 lub więcej odprowadzeniami (z opisem),8114,45.64,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
00.661,Przezskórna angioplastyka wieńcowa (PCI) z zastosowaniem balonu,8042,45.24,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
88.721,Echokardiografia,4864,27.36,4,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
00.40,Zabieg na pojedynczym naczyniu,4177,23.5,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.00,"Porada lekarska, konsultacja, asysta",3412,19.19,2,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.61,Monitorowanie systemowego ciśnienia tętniczego,3061,17.22,2,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
00.45,Wprowadzenie jednego stentu naczyniowego,2891,16.26,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.04,Opieka pielęgniarki lub położnej,1957,11.01,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
38.99,Nakłucie żyły - inne,1285,7.23,2,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
00.46,Wprowadzenie dwóch stentów naczyniowych,1105,6.22,4,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
00.41,Zabieg na dwóch naczyniach,969,5.45,4,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.7,Badanie fizykalne,914,5.14,4,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
87.441,RTG płuc - inne,865,4.87,6,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.51,Elektrokardiogram (ocena rytmu serca),848,4.77,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.511,Elektrokardiografia z 1-3 odprowadzeniami,837,4.71,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
38.98,Nakłucie tętnicy - inne,753,4.24,1,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
88.57,Koronarografia - inne,744,4.19,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.540,Monitorowanie podstawowych funkcji życiowych,682,3.84,2,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.541,Monitorowanie czynności serca przy pomocy urządzeń analogowych (typu Holter),604,3.4,6,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.521,Elektrokardiografia nieokreślona,463,2.6,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
36.061,"Wprowadzenie stentu(ów) nie uwalniającego leków antyproliferacyjnych, do naczynia wieńcowego - stent niepowlekany",432,2.43,4,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.601,Ciągłe monitorowanie gazometrii krwi tętniczej za pomocą czujnika dotętniczego,414,2.33,2,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
88.714,USG naczyń szyi - doppler,331,1.86,5,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
99.18,Wstrzyknięcie/ infuzja elektrolitów,325,1.83,4,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.549,Monitorowanie elektrokardiograficzne - inne,309,1.74,1,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
38.93,Cewnikowanie żył - inne,302,1.7,4,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
89.41,Badanie wysiłkowe serca na bieżni ruchomej,300,1.69,5,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
99.19,Wstrzyknięcie antykoagulanta,275,1.55,1,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
88.773,Obrazowanie kolorowe naczyń obwodowych 2D power doppler,262,1.47,5,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
99.1,Wstrzyknięcie lub wlew substancji leczniczej lub profilaktycznej,250,1.41,3,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
38.91,Cewnikowanie tętnic,246,1.38,1,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
37.281,Echokardiografia jam serca,235,1.32,5,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
93.19,Usprawnianie niesklasyfikowane gdzie indziej,224,1.26,2,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
00.47,Wprowadzenie trzech stentów naczyniowych,216,1.22,4,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
99.201,Inhibitor płytkowego receptora GP IIb/IIIa - abciximab,209,1.18,6,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
88.761,USG brzucha i przestrzeni zaotrzewnowej,198,1.11,6,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
99.202,Inhibitor płytkowego receptora GP IIb/IIIa - eptifibatide,196,1.1,6,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
87.44,Rutynowe zdjęcie RTG klatki piersiowej,188,1.06,7,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
99.79,Inne lecznicze rozdzielanie i pobieranie składników krwi,179,1.01,4,E23 ANGIOPLASTYKA WIEŃCOWA Z IMPLANTACJĄ JEDNEGO STENTU DES,1a,2009,2009
00.41,Zabieg na dwóch naczyniach,1015,21.45,3,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
00.42,Zabieg na trzech naczyniach,54,1.14,4,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
00.661,Przezskórna angioplastyka wieńcowa (PCI) z zastosowaniem balonu,2567,54.24,3,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
36.091,Angioplastyka wieńcowa nie określona inaczej,2290,48.38,3,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
00.46,Wprowadzenie dwóch stentów naczyniowych,3094,65.37,2,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
88.56,Koronarografia z użyciem dwóch cewników,2464,52.06,3,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
89.522,Elektrokardiografia z 12 lub więcej odprowadzeniami (z opisem),2153,45.49,3,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
00.40,Zabieg na pojedynczym naczyniu,1670,35.28,3,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
88.721,Echokardiografia,1155,24.4,3,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
36.061,"Wprowadzenie stentu(ów) nie uwalniającego leków antyproliferacyjnych, do naczynia wieńcowego - stent niepowlekany",1094,23.11,3,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
00.45,Wprowadzenie jednego stentu naczyniowego,826,17.45,3,E24 ANGIOPLASTYKA Z IMPLANTACJĄ NIE MNIEJ NIŻ DWÓCH STENTÓW LUB WIELONACZYNIOWA *,1a,2009,2009
