procedure-code,procedure-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
38.93,Cewnikowanie żył - inne,156,1.77,21,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
37.741,Wprowadzenie/ wymiana elektrody nasierdziowej z dojścia przez sternotomię,156,1.77,21,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
89.54,Monitorowanie elektrokardiograficzne,153,1.73,17,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
M67,Lipaza,153,1.73,22,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
35.223,Wymiana zastawki aortalnej - BNO,151,1.71,8,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
37.4998,Inne otwarte zabiegi naprawcze serca i osierdzia,147,1.66,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
93.1901,Ćwiczenia równoważne,137,1.55,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
87.410,TK klatki piersiowej bez wzmocnienia kontrastowego,135,1.53,29,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
37.83,Wszczepienie rozrusznika dwujamowego,134,1.52,21,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
87.411,TK klatki piersiowej bez i ze wzmocnieniem kontrastowym,134,1.52,31,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
96.782,Ciągła mechaniczna wentylacja trwająca 96 lub więcej godzin,131,1.48,29,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
N21,Noradrenalina,129,1.46,19,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
88.57,Koronarografia - inne,128,1.45,19,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
90.53,Mikroskopowe badanie krwi - posiew i antybiogram,125,1.41,32,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
99.152,Częściowe żywienie pozajelitowe,125,1.41,34,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
88.380,TK tętnic wieńcowych,125,1.41,17,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
36.19,Pomosty dla rewaskularyzacji serca - inne,121,1.37,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
93.1121,Ćwiczenia bierne wykonywane manualnie,120,1.36,30,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
89.008,Konsultacja chirurgiczna,118,1.34,30,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
93.3606,Inne ćwiczenia przywracające wydolność układu sercowo - naczyniowego,112,1.27,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
33.22,Bronchoskopia fiberoskopowa,111,1.26,37,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
94.09,Psychologiczna ocena stanu psychicznego - inne niż wymienione,111,1.26,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
00.17,Wlew czynnika wazopresyjnego,110,1.24,19,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
93.1301,Ćwiczenia izometryczne,110,1.24,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
34.91,Nakłucie klatki piersiowej,109,1.23,21,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
T17,Digoksyna,101,1.14,28,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
99.999,Pozostałe procedury - inne,101,1.14,21,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
A07,Białko w moczu,99,1.12,23,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
L97,Insulina,98,1.11,19,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
90.52,Mikroskopowe badanie krwi -posiew,97,1.1,28,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
89.511,Elektrokardiografia z 1 3 odprowadzeniami,97,1.1,23,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
39.612,Pomost sercowo-płucny,96,1.09,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
35.241,Wymiana zastawki mitralnej - sztuczna (częściowa),95,1.08,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
31.1,Tracheostomia czasowa,93,1.05,51,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
99.296,24-godzinny dożylny wlew agonistów receptorów beta-adrenergicznych,91,1.03,16,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
N25,Osmolarność,90,1.02,27,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
97.43,Usunięcie szwów z klatki piersiowej,89,1.01,20,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
T03,Amiodaron,88,1.0,23,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
I05,Adrenalina,88,1.0,20,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
99.61,Kardiowersja przedsionków (częstoskurczu nadkomorowego),88,1.0,20,OPERACJE WAD SERCA I AORTY PIERSIOWEJ >=18 LAT,1w,2016,2016
87.440,RTG klatki piersiowej,491,63.6,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.602,Pulsoksymetria,474,61.4,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.540,Monitorowanie podstawowych funkcji życiowych,461,59.72,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
88.721,Echokardiografia,456,59.07,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.00,"Porada lekarska, konsultacja, asysta",444,57.51,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
39.611,Sztuczne płuco-serce,344,44.56,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
96.781,Ciągła mechaniczna wentylacja trwająca mniej niż 96 godzin,339,43.91,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.04,Opieka pielęgniarki lub położnej,313,40.54,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.04,Przetoczenie koncentratu krwinek czerwonych,289,37.44,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.07,Przetoczenie osocza - inne,282,36.53,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.522,Elektrokardiografia z 12 lub więcej odprowadzeniami (z opisem),266,34.46,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
I17,Aminotransferaza alaninowa (ALT),235,30.44,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.61,Monitorowanie systemowego ciśnienia tętniczego,228,29.53,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
96.55,Toaleta drzewa oskrzelowego,227,29.4,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
I81,Białko C-reaktywne (CRP),216,27.98,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
97.42,Usunięcie drenu ze śródpiersia,213,27.59,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
M37,Kreatynina,207,26.81,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
I19,Aminotransferaza asparaginianowa (AST),207,26.81,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
G21,Czas protrombinowy (PT),202,26.17,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
G11,Czas częściowej tromboplastyny po aktywacji (APTT),201,26.04,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
C55,"Morfologia krwi, z pełnym różnicowaniem granulocytów",200,25.91,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.62,Monitorowanie centralnego ciśnienia żylnego,198,25.65,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
87.441,RTG płuc - inne,184,23.83,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
39.613,Oxygenator,183,23.7,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
88.39,Zdjęcie RTG - inne,179,23.19,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.218,Podanie antybiotyku dożylnie lub we wlewie,173,22.41,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
96.73,Wentylacja z ciągłym dodatnim ciśnieniem końcowo-wydechowym (PEEP),150,19.43,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
N13,Mocznik,149,19.3,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
93.94,Nebulizacja,141,18.26,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
G49,D-Dimer,137,17.75,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
G53,Fibrynogen (FIBR),132,17.1,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.549,Monitorowanie elektrokardiograficzne - inne,129,16.71,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
88.734,USG jamy opłucnej,129,16.71,15,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
57.01,Cewnikowanie pęcherza przez cewkę jednorazowe,127,16.45,8,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.24,Pomiar szybkości odpływu moczu,126,16.32,8,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
I89,Bilirubina całkowita,125,16.19,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
96.71,Wentylacja wspomagana przez rurkę intubacyjną,125,16.19,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
93.964,Tlenoterapia,121,15.67,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
97.39,Usunięcie przyrządu terapeutycznego z głowy/szyi - inne,120,15.54,8,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
100.03,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (powyżej 4 godzin),116,15.03,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
88.761,USG brzucha i przestrzeni zaotrzewnowej,112,14.51,20,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
O77,Wapń całkowity (Ca),110,14.25,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.97900,Farmakoterapia doustna,101,13.08,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.97904,Farmakoterapia dożylna,98,12.69,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.941,Operacja Fontana,90,11.66,18,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.05,Przetoczenie koncentratu płytkowego,87,11.27,17,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.711,Zamknięcie ubytku międzyprzedsionkowego,82,10.62,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
A01,Badanie ogólne moczu (profil),81,10.49,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
100.02,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (od 2 do 4 godzin),81,10.49,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
93.1801,,75,9.72,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
90.59,Mikroskopowe badanie krwi - inne badania mikroskopowe,75,9.72,8,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.999,Pozostałe procedury - inne,74,9.59,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
M87,Magnez całkowity (Mg),69,8.94,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
I77,Białko całkowite,67,8.68,15,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
100.62,Założenie cewnika do żyły centralnej,62,8.03,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
O35,Sód (Na),59,7.64,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
N45,Potas (K),58,7.51,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.252,Wymiana zastawki tętnicy płucnej - heterograft,56,7.25,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
38.99,Nakłucie żyły - inne,55,7.12,17,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
37.281,Echokardiografia jam serca,55,7.12,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
100.61,Założenie cewnika do tętnicy,55,7.12,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.713,Zamknięcie ubytku międzyprzedsionkowego typu ostium secundum,54,6.99,7,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
F89,Wirus/ przeciwciała nabytego niedoboru odporności (HIV) Przeciwciała całkowite,54,6.99,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.2909,Wlew dożylny innej substancji leczniczej,54,6.99,6,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.22,Wstrzyknięcie innej substancji przeciwinfekcyjnej,54,6.99,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
V48,Wirus zapalenia wątroby typu C (HCV) Przeciwciała (anty-HCV),54,6.99,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.531,Zamknięcie ubytku międzykomorowego materiałem sztucznym,51,6.61,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
V39,Wirus zapalenia wątroby typu B HBs Antygen,50,6.48,8,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
38.93,Cewnikowanie żył - inne,50,6.48,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
57.94,Wprowadzenie na stałe cewnika do pęcherza moczowego,50,6.48,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
93.20,,48,6.22,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
34.041,Drenaż jamy opłucnowej,48,6.22,15,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
96.35,Podawanie substancji odżywczych do żołądka przez sondę,44,5.7,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.541,Monitorowanie czynności serca przy pomocy urządzeń analogowych (typu Holter),44,5.7,15,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
100.01,Znieczulenie ogólne dotchawicze z monitorowaniem rozszerzonym (do 2 godzin),42,5.44,17,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
C53,Morfologia krwi 8-parametrowa,38,4.92,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
38.98,Nakłucie tętnicy - inne,37,4.79,15,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
100.10,Znieczulenie całkowite dożylne (do 30 minut),34,4.4,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.153,Całkowite żywienie pozajelitowe,33,4.27,17,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
39.21,Zespolenie żyły próżnej z tętnicą płucną,31,4.02,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
88.738,USG klatki piersiowej,30,3.89,23,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.502,Monitorowanie czynności serca za pomocą urządzeń analogowych lub cyfrowych (typu Holter) - Holter EKG,30,3.89,29,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
90.53,Mikroskopowe badanie krwi - posiew i antybiogram,29,3.76,37,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.296,24-godzinny dożylny wlew agonistów receptorów beta-adrenergicznych,29,3.76,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
96.782,Ciągła mechaniczna wentylacja trwająca 96 lub więcej godzin,29,3.76,28,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.11,Otwarta walwuloplastyka aortalna,28,3.63,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.52,Elektrokardiogram,28,3.63,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
88.729,Echokardiografia - inne,28,3.63,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
96.783,Wentylacja mechaniczna - inna,28,3.63,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.722,Zamknięcie ubytku w przegrodzie międzykomorowej,28,3.63,10,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
37.23,Cewnikowanie lewego i prawego serca,28,3.63,32,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.298,24-godzinny dożylny wlew leków wazodilatacyjnych,27,3.5,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.18,Wstrzyknięcie/ infuzja elektrolitów,26,3.37,32,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.92,Wytworzenie połączenia prawa komora - tętnica płucna,26,3.37,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.253,Wymiana zastawki tętnicy płucnej - homograft,26,3.37,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.23,Wstrzyknięcie sterydów,25,3.24,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
L23,Fosforan nieorganiczny,25,3.24,29,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
31.93,Wymiana rurki wewnątrzkrtaniowej lub wewnątrztchawiczej,24,3.11,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
88.718,USG przezciemiączkowa,24,3.11,23,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.08,Przetoczenie środków zastępczych osocza,22,2.85,19,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.521,Elektrokardiografia nieokreślona,22,2.85,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
L43,Glukoza z krwi żylnej,20,2.59,30,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.353,Wycięcie pierścienia podaortalnego,20,2.59,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
97.641,Usunięcie cewnika założonego na stałe z dróg moczowych,20,2.59,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.29,Wstrzyknięcie/ infuzja innej substancji terapeutycznej lub profilaktycznej,20,2.59,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
87.030,TK głowy bez wzmocnienia kontrastowego,20,2.59,21,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.611,Zamknięcie ubytku międzyprzedsionkowego łatką tkankową - plastyka przegrody międzyprzedsionkowej - plastyka przegrody międzyprzedsionkowej,20,2.59,8,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
99.297,24-godzinny dożylny wlew - innych leków inotropowo dodatnich,18,2.33,23,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
K33,Dehydrogenaza mleczanowa (LDH),18,2.33,32,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
39.62,Hipotermia w operacji serca,17,2.2,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
90.43,"Badanie mikroskopowe materiału z tchawicy, opłucnej, płuc i innych tkanek klatki piersiowej oraz plwociny - posiew i antybiogram",17,2.2,41,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
96.04,Intubacja dotchawicza,17,2.2,22,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
G03,Antytrombina III (AT III),17,2.2,30,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.661,Gazometria mieszanej krwi żylnej,17,2.2,18,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.14,Otwarta plastyka zastawki trójdzielnej,16,2.07,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.211,Wymiana zastawki aortalnej - autograft,16,2.07,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.13,Otwarta plastyka zastawki t.płucnej,16,2.07,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.511,Elektrokardiografia z 1 3 odprowadzeniami,16,2.07,22,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
00.17,Wlew czynnika wazopresyjnego,15,1.94,15,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.816,Jednoetapowa całkowita korekcja zespołu Fallota z lub bez: korekcja ubytku w przegrodzie międzykomorowej (z protezowaniem),15,1.94,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
88.769,USG brzucha - inne,15,1.94,15,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
93.14,Odtwarzanie gry stawowej,14,1.81,16,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
88.725,Echokardiografia kwalifikująca dzieci do operacji kardiochirurgicznych lub kardiologicznego leczenia inwazyjnego,14,1.81,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
93.1804,Usprawnianie układu oddechowego - oklepywanie,14,1.81,20,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.542,Zamknięcie ubytku typu ostium primum,13,1.68,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
39.65,Pozaustrojowa oksygenacja membranowa (ECMO),13,1.68,29,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.815,Jednoetapowa całkowita korekcja zespołu Fallota z lub bez: protezowania tętnicy płucnej,13,1.68,15,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.631,Zabieg naprawczy kanału przedsionkowo-komorowego,13,1.68,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.511,Zamknięcie ubytku międzyprzedsionkowego łatką z tworzywa sztucznego - z użyciem krążenia pozaustrojowego - plastyka przegrody międzyprzedsionkowej,13,1.68,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.12,Otwarta walwuloplastyka mitralna,12,1.55,11,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.811,Jednoetapowa całkowita korekcja zespołu Fallota z lub bez:nacięcia spoidła zastawki płucnej,12,1.55,14,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.612,Zamknięcie ubytku międzyprzedsionkowego łatką tkankową - plastyka przegrody międzyprzedsionkowej - zamknięcie ubytku w przegrodzie międzyprzedsionkowej,12,1.55,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
91.831,Badanie materiału biologicznego - posiew jakościowy wraz z identyfikacją drobnoustroju i antybiogram,12,1.55,39,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
39.592,Plastyka tętnicy - inna,12,1.55,12,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
35.341,Infundibulektomia prawej komory,12,1.55,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
39.56,Naprawa naczynia krwionośnego/ łatka tkankowa,11,1.42,9,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
89.79,Badanie fizykalne - inne,11,1.42,24,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
87.44,Rutynowe zdjęcie RTG klatki piersiowej,11,1.42,13,OPERACJE WAD SERCA I AORTY PIERSIOWEJ< 18 LAT,1w,2016,2016
