disease-code,disease-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
K51.9,"Wrzodziejące zapalenie jelita grubego, nie określone",929,1.2,1,F34 ŚREDNIE I ENDOSKOPOWE ZABIEGI PRZEWODU POKARMOWEGO *,1a,2023,2023
K29.7,"Zapalenie żołądka, nie określone",889,1.15,2,F34 ŚREDNIE I ENDOSKOPOWE ZABIEGI PRZEWODU POKARMOWEGO *,1a,2023,2023
K59.9,"Czynnościowe zaburzenia jelit, nie określone",798,1.03,1,F34 ŚREDNIE I ENDOSKOPOWE ZABIEGI PRZEWODU POKARMOWEGO *,1a,2023,2023
D37.4,Nowotwór o nieokreślonym charakterze (okrężnica),7609,16.06,2,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
C20,Nowotwór złośliwy odbytnicy,3983,8.41,2,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
D37.5,Nowotwór o nieokreślonym charakterze (odbytnica),2104,4.44,3,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
C18.9,"Nowotwór złośliwy (okrężnica, nie określona)",2037,4.3,1,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
C18.7,Nowotwór złośliwy (esica),1745,3.68,2,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
C19,Nowotwór złośliwy zgięcia esiczo-odbytniczego,1160,2.45,2,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
C18.2,Nowotwór złośliwy (okrężnica wstępująca),846,1.78,3,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
C18.8,Nowotwór złośliwy (zmiana przekraczająca granice okrężnicy),815,1.72,2,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
C18.0,Nowotwór złośliwy (jelito ślepe),480,1.01,2,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
K57.3,Choroba uchyłkowa jelita grubego bez przedziurawienia lub ropnia,16368,34.55,3,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
K57.9,"Choroba uchyłkowa jelita, części nieokreślonej, bez przedziurawienia lub ropnia",2170,4.58,3,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
D12.5,Nowotwór niezłośliwy (okrężnica esowata),1447,3.05,2,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
D12.6,"Nowotwór niezłośliwy (okrężnica, nie określona)",1199,2.53,3,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
D12.2,Nowotwór niezłośliwy (okrężnica wstępująca),917,1.94,2,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
D12.8,Nowotwór niezłośliwy (odbytnica),906,1.91,2,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
D12.3,Nowotwór niezłośliwy (okrężnica poprzeczna),536,1.13,2,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
K57.5,Choroba uchyłkowa jelita cienkiego i grubego bez przedziurawienia lub ropnia,475,1.0,3,F36 CHOROBY JELITA GRUBEGO,1a,2023,2023
C78.6,Wtórny nowotwór złośliwy otrzewnej i przestrzeni zaotrzewnowej,497,1.65,6,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
K66.8,Inne określone zaburzenia otrzewnej,8003,26.66,3,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
R10.3,Ból zlokalizowany w innych okolicach podbrzusza,5458,18.18,4,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
K56.5,Zrosty jelitowe z niedrożnością,1834,6.04,7,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
R10.1,Ból zlokalizowany w nadbrzuszu,1794,5.97,3,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
K66.9,"Schorzenia otrzewnej, nie określone",1664,5.54,3,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
K65.0,Ostre zapalenie otrzewnej,1609,5.27,7,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
R10.2,Ból w okolicy miednicy i krocza,835,2.78,4,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
K56.6,Inne i nieokreślone postacie niedrożności jelitowej,684,2.24,6,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
R10.0,Ostry brzuch,664,2.18,6,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
K56.7,"Niedrożność, nie określona",643,2.12,7,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
R19.0,"Wewnątrzbrzuszny i wewnątrzmiedniczny obrzęk, masa i guz",594,1.98,4,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
R19.8,Inne objawy podmiotowe i przedmiotowe dotyczące przewodu pokarmowego i brzucha,543,1.81,3,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
K65.8,Inne zapalenie otrzewnej,349,1.15,7,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
K65.9,"Zapalenie otrzewnej, nie określone",306,1.02,5,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
C20,Nowotwór złośliwy odbytnicy,260,37.7,7,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C18.7,Nowotwór złośliwy (esica),106,15.14,8,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C18.2,Nowotwór złośliwy (okrężnica wstępująca),54,7.86,9,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C18.9,"Nowotwór złośliwy (okrężnica, nie określona)",51,7.42,8,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C19,Nowotwór złośliwy zgięcia esiczo-odbytniczego,47,6.84,7,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C18.8,Nowotwór złośliwy (zmiana przekraczająca granice okrężnicy),32,4.66,9,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C18.0,Nowotwór złośliwy (jelito ślepe),25,3.64,8,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C18.6,Nowotwór złośliwy (okrężnica zstępująca),21,3.06,8,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C18.3,Nowotwór złośliwy (zgięcie wątrobowe),20,2.91,8,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C18.5,Nowotwór złośliwy (zgięcie śledzionowe),20,2.77,10,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C18.1,Nowotwór złośliwy (wyrostek robaczkowy),20,2.77,6,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C18.4,Nowotwór złośliwy (okrężnica poprzeczna),19,2.77,8,F42O DUŻE ZABIEGI JAMY BRZUSZNEJ W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH* *,1a,2023,2023
C20,Nowotwór złośliwy odbytnicy,85,2.02,7,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
C16.9,"Nowotwór złośliwy (żołądek, nie określony)",52,1.24,5,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
C18.7,Nowotwór złośliwy (esica),51,1.17,8,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
C78.6,Wtórny nowotwór złośliwy otrzewnej i przestrzeni zaotrzewnowej,45,1.07,7,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
R18,Wodobrzusze,568,13.51,2,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K65.0,Ostre zapalenie otrzewnej,367,8.59,7,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K56.6,Inne i nieokreślone postacie niedrożności jelitowej,204,4.83,8,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K56.7,"Niedrożność, nie określona",204,4.81,7,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
R10.3,Ból zlokalizowany w innych okolicach podbrzusza,190,4.52,5,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K63.1,Przedziurawienie jelita (nieurazowe),141,3.28,8,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
D37.7,Nowotwór o nieokreślonym charakterze (inne narządy trawienne),132,3.14,0,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K56.5,Zrosty jelitowe z niedrożnością,122,2.88,8,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
R10.0,Ostry brzuch,118,2.78,7,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
R19.8,Inne objawy podmiotowe i przedmiotowe dotyczące przewodu pokarmowego i brzucha,102,2.38,5,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K63.8,Inne określone choroby jelit,94,2.24,3,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K65.8,Inne zapalenie otrzewnej,90,2.09,9,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K56.4,Inne postacie zatkania jelita,79,1.88,9,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
D37.9,"Nowotwór o nieokreślonym charakterze (narządy trawienne, nie określone)",75,1.78,5,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
R10.1,Ból zlokalizowany w nadbrzuszu,71,1.69,5,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K66.8,Inne określone zaburzenia otrzewnej,70,1.67,5,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K56.2,Skręt jelita,72,1.67,7,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K65.9,"Zapalenie otrzewnej, nie określone",69,1.59,9,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
R19.0,"Wewnątrzbrzuszny i wewnątrzmiedniczny obrzęk, masa i guz",59,1.4,5,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K56.0,Niedrożność porażenna,47,1.12,5,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K66.1,Krwiak otrzewnej,46,1.09,8,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
K66.0,Zrosty otrzewnowe,73,1.71,4,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2023,2023
R10.3,Ból zlokalizowany w innych okolicach podbrzusza,2443,34.64,2,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
R18,Wodobrzusze,636,9.03,2,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
K65.0,Ostre zapalenie otrzewnej,391,5.52,7,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
R10.2,Ból w okolicy miednicy i krocza,327,4.63,3,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
R19.8,Inne objawy podmiotowe i przedmiotowe dotyczące przewodu pokarmowego i brzucha,249,3.53,3,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
K66.0,Zrosty otrzewnowe,238,3.36,3,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
R10.0,Ostry brzuch,176,2.5,5,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
K66.8,Inne określone zaburzenia otrzewnej,167,2.37,3,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
K65.8,Inne zapalenie otrzewnej,130,1.83,7,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
R10.1,Ból zlokalizowany w nadbrzuszu,120,1.7,4,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
K56.6,Inne i nieokreślone postacie niedrożności jelitowej,116,1.63,7,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
R19.0,"Wewnątrzbrzuszny i wewnątrzmiedniczny obrzęk, masa i guz",113,1.6,4,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
K56.5,Zrosty jelitowe z niedrożnością,99,1.39,6,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
D37.7,Nowotwór o nieokreślonym charakterze (inne narządy trawienne),96,1.36,4,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
K56.7,"Niedrożność, nie określona",95,1.35,6,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
K66.9,"Schorzenia otrzewnej, nie określone",84,1.19,2,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
K65.9,"Zapalenie otrzewnej, nie określone",75,1.06,7,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
K63.8,Inne określone choroby jelit,71,1.01,3,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2023,2023
D37.6,"Nowotwór o nieokreślonym charakterze (wątroba, pęcherzyk żółciowy i drogi żółciowe)",317,17.87,1,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
D37.7,Nowotwór o nieokreślonym charakterze (inne narządy trawienne),76,4.28,2,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
D37.9,"Nowotwór o nieokreślonym charakterze (narządy trawienne, nie określone)",57,3.21,1,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
R94.5,Nieprawidłowe wyniki badań czynnościowych wątroby,54,3.04,1,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
D20.0,Nowotwór niezłośliwy (przestrzeń zaotrzewnowa),49,2.76,2,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
D48.9,"Nowotwór o niepewnym lub nieznanym charakterze, nie określony",38,2.14,1,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
R18,Wodobrzusze,34,1.92,0,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
D13.4,Nowotwór niezłośliwy (wątroba),32,1.8,1,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
R19.0,"Wewnątrzbrzuszny i wewnątrzmiedniczny obrzęk, masa i guz",29,1.63,0,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
D48.3,Nowotwór o nieokreślonym charakterze (przestrzeń zaotrzewnowa),22,1.24,1,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
D37.4,Nowotwór o nieokreślonym charakterze (okrężnica),20,1.13,1,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
D48.7,Nowotwór o nieokreślonym charakterze (inne określone umiejscowienie),19,1.07,1,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
K76.9,"Choroba wątroby, nie określona",19,1.07,2,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
C56,Nowotwór złośliwy jajnika,80,4.51,0,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
C78.7,Wtórny nowotwór złośliwy wątroby,65,3.66,2,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
C80,Nowotwór złośliwy bez określenia jego umiejscowienia,41,2.31,2,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
C22.0,Nowotwór złośliwy (rak komórek wątroby),40,2.25,2,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
C50.9,"Nowotwór złośliwy (sutek, nie określony)",29,1.63,1,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
C22.1,Nowotwór złośliwy (rak przewodów żółciowych wewnątrzwątrobowych),27,1.52,2,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2023,2023
R10.3,Ból zlokalizowany w innych okolicach podbrzusza,23579,36.59,2,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
R10.1,Ból zlokalizowany w nadbrzuszu,7453,11.57,3,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
R10.2,Ból w okolicy miednicy i krocza,3368,5.23,2,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
R19.8,Inne objawy podmiotowe i przedmiotowe dotyczące przewodu pokarmowego i brzucha,3152,4.89,3,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
K63.8,Inne określone choroby jelit,3077,4.78,2,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
K52.9,"Niezakaźne zapalenie żołądkowo-jelitowe i jelita grubego, nie określone",2959,4.59,4,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
K59.8,Inne określone czynnościowe zaburzenia jelit,2540,3.94,3,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
K63.9,"Choroba jelita, nie określona",2448,3.8,2,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
K56.6,Inne i nieokreślone postacie niedrożności jelitowej,2162,3.35,4,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
K56.7,"Niedrożność, nie określona",2047,3.17,4,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
D37.7,Nowotwór o nieokreślonym charakterze (inne narządy trawienne),1905,2.95,4,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
R18,Wodobrzusze,1445,2.24,3,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
R64,Kacheksja,962,1.47,4,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
R10.0,Ostry brzuch,758,1.18,3,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
D37.9,"Nowotwór o nieokreślonym charakterze (narządy trawienne, nie określone)",718,1.11,3,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
K56.4,Inne postacie zatkania jelita,645,1.0,4,F46 CHOROBY JAMY BRZUSZNEJ,1a,2023,2023
A02.0,Zatrucia pokarmowe wywołane przez pałeczki Salmonella,193,23.03,6,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A04.9,"Zakażenie bakteryjne jelit, nie określone",137,16.35,7,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A08.4,"Zakażenia wirusowe jelit, nie określone",90,10.74,4,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A04.8,Inne określone zakażenia bakteryjne jelit,60,7.16,11,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A08.0,Nieżyt jelitowy wywołany przez rotawirusy,45,5.37,5,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A08.3,Nieżyt jelitowy wywołany przez inne wirusy,42,5.01,5,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A08.5,Inne określone zakażenia jelit,37,4.42,6,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A02.9,"Zakażenia pałeczkami Salmonella, nie określone",36,4.3,7,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A04.5,Zapalenie jelit wywołane przez Campylobacter,34,4.06,7,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A02.8,Inne określone zakażenia pałeczkami Salmonella,24,2.86,8,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A05.9,"Bakteryjne zatrucie pokarmowe, nie określone",23,2.74,5,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A04.0,Zakażenia Escherichia coli enteropatogenną,14,1.67,8,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A08.2,Nieżyt jelitowy wywołany przez adenowirusy,12,1.43,7,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A08.1,Ostra gastroenteropatia wywołana przez czynnik Norwalk,12,1.43,6,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A04.4,Inne jelitowe zakażenia Escherichia coli,11,1.31,9,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A69.9,"Inne zakażenia wywołne przez krętki, nie określone",9,1.07,4,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2023,2023
A02.0,Zatrucia pokarmowe wywołane przez pałeczki Salmonella,398,27.41,5,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A04.9,"Zakażenie bakteryjne jelit, nie określone",215,14.81,4,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A08.4,"Zakażenia wirusowe jelit, nie określone",143,9.85,3,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A08.0,Nieżyt jelitowy wywołany przez rotawirusy,98,6.75,4,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A04.5,Zapalenie jelit wywołane przez Campylobacter,55,3.79,4,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A02.9,"Zakażenia pałeczkami Salmonella, nie określone",52,3.58,5,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A08.3,Nieżyt jelitowy wywołany przez inne wirusy,47,3.24,3,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A04.8,Inne określone zakażenia bakteryjne jelit,45,3.1,7,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A02.8,Inne określone zakażenia pałeczkami Salmonella,44,3.03,5,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A08.5,Inne określone zakażenia jelit,44,3.03,4,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A05.9,"Bakteryjne zatrucie pokarmowe, nie określone",38,2.62,3,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A04.6,Zapalenie jelit wywołane przez Yersinia enterocolitica,31,2.14,7,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A04.0,Zakażenia Escherichia coli enteropatogenną,29,2.0,4,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A08.1,Ostra gastroenteropatia wywołana przez czynnik Norwalk,24,1.65,3,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A69.9,"Inne zakażenia wywołne przez krętki, nie określone",23,1.58,3,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
A07.1,Giardiaza (lamblioza),23,1.58,4,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2023,2023
