branch,hospital-types,number-of-patients,number-of-hospitalizations,ratio-of-rehospitalizations,percentage,percentage-of-sections,duration-of-hospitalization-mediana,duration-of-hospitalization-mode,average-value-of-hospitalization,average-value-of-hospitalization-points,average-value-of-drg,average-value-of-drg-points,name,catalog,year,period
,,1001,1044,1.04,0.01,0.13,9,6,,,,,E50 OSTRA LUB ZDEKOMPENSOWANA NIEWYDOLNOŚC KRĄŻENIA - LECZENIE W OINK,1a,2017,2017
,,1136,1342,1.18,0.02,0.16,19,7,,,,,E51 ZAPALENIE WSIERDZIA,1a,2017,2017
,,23363,25840,1.11,0.36,3.11,8,7,,,,,E52 ZAAWANSOWANA NIEWYDOLNOŚĆ KRĄŻENIA,1a,2017,2017
,,169675,200599,1.18,2.82,24.14,7,7,,,,,E53G NIEWYDOLNOŚĆ KRĄŻENIA,1a,2017,2017
,,5237,5372,1.03,0.08,0.65,5,4,,,,,E55 ZAKRZEPICA ŻYŁ GŁĘBOKICH,1a,2017,2017
,,31307,32874,1.05,0.46,3.96,4,3,,,,,E56 CHOROBA NIEDOKRWIENNA SERCA > 69 R.Ż. LUB Z PW,1a,2017,2017
,,23522,24413,1.04,0.34,2.94,3,2,,,,,E57 CHOROBA NIEDOKRWIENNA SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2017,2017
,,3973,3984,1.0,0.06,0.48,2,1,,,,,E59 NAGŁE ZATRZYMANIE KRĄŻENIA,1a,2017,2017
,,40719,48014,1.18,0.67,5.78,3,2,,,,,E61 ZABURZENIA RYTMU SERCA > 69 R.Ż. LUB Z PW,1a,2017,2017
,,33980,40178,1.18,0.56,4.83,2,2,,,,,E62 ZABURZENIA RYTMU SERCA > 17 R.Ż. < 70 R.Ż. BEZ PW,1a,2017,2017
,,526,614,1.17,0.01,0.07,4,2,,,,,E63 ZABURZENIA RYTMU SERCA < 1 R.Ż. LUB < 18 R.Ż. Z PW,1a,2017,2017
,,1994,2244,1.13,0.03,0.27,3,2,,,,,E64 ZABURZENIA RYTMU SERCA > 0 R.Ż. I < 18 R.Ż.,1a,2017,2017
,,16210,16651,1.03,0.23,2.0,3,2,,,,,E71 OMDLENIE I ZAPAŚĆ,1a,2017,2017
,,910,911,1.0,0.01,0.11,3,2,,,,,E72 NIEINWAZYJNA DIAGNOSTYKA BÓLU W KLATCE PIERSIOWEJ >17 R.Ż.,1a,2017,2017
,,28014,30172,1.08,0.42,3.63,5,2,,,,,E73 CHOROBY ZASTAWEK SERCA > 17 R.Ż.,1a,2017,2017
,,230,238,1.03,0.0,0.03,3,0,,,,,E74E WRODZONE WADY SERCA > 65 R.Ż.,1a,2017,2017
,,1462,1550,1.06,0.02,0.19,2,2,,,,,E74F WRODZONE WADY SERCA > 17 R.Ż. I < 66 R.Ż.,1a,2017,2017
,,3159,4354,1.38,0.06,0.52,3,2,,,,,E75 WRODZONE WADY SERCA < 1 R.Ż. LUB < 18 R.Ż. Z PW,1a,2017,2017
,,4416,5138,1.16,0.07,0.62,2,2,,,,,E76 WRODZONE WADY SERCA > 0 R.Ż. I < 18 R.Ż.,1a,2017,2017
,,29644,32049,1.08,0.45,3.86,6,3,,,,,E77 INNE CHOROBY UKŁADU KRĄŻENIA > 17 R.Ż.,1a,2017,2017
,,401,524,1.31,0.01,0.06,4,2,,,,,E78 INNE CHOROBY UKŁADU KRĄŻENIA < 1 R.Ż. ALBO < 18 R.Ż. Z PW,1a,2017,2017
,,5365,5827,1.09,0.08,0.7,3,2,,,,,E79 INNE CHOROBY UKŁADU KRĄŻENIA > 0 R.Ż. I < 18 R.Ż.,1a,2017,2017
,,1109,1131,1.02,0.02,0.14,9,8,,,,,E86 NADCIŚNIENIE TĘTNICZE OPORNE I WTÓRNE,1a,2017,2017
,,1702,1742,1.02,0.02,0.21,5,4,,,,,E87 CIĘŻKIE NADCIŚNIENIE TĘTNICZE > 17 R.Ż.,1a,2017,2017
,,40857,42003,1.03,0.59,5.05,4,3,,,,,E88 NADCIŚNIENIE TĘTNICZE > 17 R.Ż.,1a,2017,2017
,,311,312,1.0,0.0,0.04,1,1,,,,,E89 KOMPLEKSOWA DIAGNOSTYKA KARDIOLOGICZNA,1a,2017,2017
,,645,656,1.02,0.01,0.1,18,15,,,,,F01 KOMPLEKSOWE ZABIEGI PRZEŁYKU *,1a,2017,2017
,,2043,2353,1.15,0.03,0.36,3,2,,,,,"F02 DUŻE ZABIEGI PRZEŁYKU, W TYM PROTEZOWANIE *",1a,2017,2017
,,3423,5347,1.56,0.08,0.83,2,2,,,,,F03 ŚREDNIE I ENDOSKOPOWE ZABIEGI PRZEŁYKU *,1a,2017,2017
,,6188,6360,1.03,0.09,0.98,0,0,,,,,F04 DIAGNOSTYCZNE I MAŁE  ZABIEGI PRZEWODU POKARMOWEGO *,1a,2017,2017
,,3572,3714,1.04,0.05,0.57,5,2,,,,,F07E CHOROBY PRZEŁYKU > 65 R.Ż.,1a,2017,2017
,,7486,7874,1.05,0.11,1.22,3,2,,,,,F07F CHOROBY PRZEŁYKU < 66 R.Ż.,1a,2017,2017
,,1304,1305,1.0,0.02,0.2,14,11,,,,,F11E KOMPLEKSOWE ZABIEGI ŻOŁĄDKA I DWUNASTNICY > 65 R.Ż. *,1a,2017,2017
,,1224,1226,1.0,0.02,0.19,12,9,,,,,F11F KOMPLEKSOWE ZABIEGI ŻOŁĄDKA I DWUNASTNICY < 66 R.Ż. *,1a,2017,2017
,,5986,6012,1.0,0.08,0.93,7,6,,,,,F12 DUŻE ZABIEGI ŻOŁĄDKA I DWUNASTNICY *,1a,2017,2017
,,7175,7598,1.06,0.11,1.18,2,0,,,,,F13 ZABIEGI LECZNICZE ŻOŁĄDKA I DWUNASTNICY *,1a,2017,2017
,,3270,3278,1.0,0.05,0.51,3,3,,,,,F14 CHIRURGICZNE LECZENIE OTYŁOŚCI *,1a,2017,2017
,,23905,25462,1.07,0.36,3.94,5,2,,,,,F16E CHOROBY ŻOŁĄDKA I DWUNASTNICY > 65 R.Ż. *,1a,2017,2017
,,33081,34680,1.05,0.49,5.37,3,2,,,,,F16F CHOROBY ŻOŁĄDKA I DWUNASTNICY < 66 R.Ż. *,1a,2017,2017
,,5655,5735,1.01,0.08,0.89,11,8,,,,,F21 KOMPLEKSOWE ZABIEGI JELITA CIENKIEGO *,1a,2017,2017
,,6817,6954,1.02,0.1,1.08,7,0,,,,,F22 DUŻE I ENDOSKOPOWE ZABIEGI JELITA CIENKIEGO *,1a,2017,2017
,,1438,1494,1.04,0.02,0.23,5,2,,,,,F26E CHOROBY JELITA CIENKIEGO (BEZ CHORÓB ZAPALNYCH) > 65 R.Ż,1a,2017,2017
,,7001,7736,1.1,0.11,1.2,2,2,,,,,F26F CHOROBY JELITA CIENKIEGO (BEZ CHORÓB ZAPALNYCH) < 66 R.Ż.,1a,2017,2017
,,16017,16066,1.0,0.23,2.49,10,8,,,,,F31A KOMPLEKSOWE ZABIEGI JELITA GRUBEGO > 17 R. Ż.,1a,2017,2017
,,26,26,1.0,0.0,0.0,11,9,,,,,F31B KOMPLEKSOWE ZABIEGI JELITA GRUBEGO < 18 R. Ż.,1a,2017,2017
,,9058,9380,1.04,0.13,1.45,8,8,,,,,F32 DUŻE I ENDOSKOPOWE ZABIEGI JELITA GRUBEGO *,1a,2017,2017
,,101818,105947,1.04,1.49,16.4,1,0,,,,,F34 ŚREDNIE I ENDOSKOPOWE ZABIEGI PRZEWODU POKARMOWEGO *,1a,2017,2017
,,43254,48039,1.11,0.67,7.44,3,2,,,,,F36 CHOROBY JELITA GRUBEGO,1a,2017,2017
,,19454,19690,1.01,0.28,3.05,6,3,,,,,F42 DUŻE ZABIEGI JAMY BRZUSZNEJ *,1a,2017,2017
,,3072,3309,1.08,0.05,0.51,7,1,,,,,F43E ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ > 65 R.Ż. *,1a,2017,2017
,,6159,6513,1.06,0.09,1.01,4,2,,,,,F43F ŚREDNIE I ENDOSKOPOWE LECZNICZE ZABIEGI JAMY BRZUSZNEJ < 66 R.Ż. *,1a,2017,2017
,,594,613,1.03,0.01,0.09,1,1,,,,,F44 DIAGNOSTYCZNE  I LECZNICZE ZABIEGI JAMY BRZUSZNEJ *,1a,2017,2017
,,84948,89533,1.05,1.26,13.86,3,2,,,,,F46 CHOROBY JAMY BRZUSZNEJ,1a,2017,2017
,,987,1003,1.02,0.01,0.16,6,4,,,,,F47E CHOROBY INFEKCYJNE JELIT > 65 R.Ż.,1a,2017,2017
,,2051,2071,1.01,0.03,0.32,4,3,,,,,F47F CHOROBY INFEKCYJNE JELIT < 66 R.Ż.,1a,2017,2017
,,162,166,1.02,0.0,0.03,13,9,,,,,F51 KOMPLEKSOWE ZABIEGI W CHOROBACH ZAPALNYCH JELIT *,1a,2017,2017
,,1025,1071,1.04,0.02,0.17,7,2,,,,,F52 DUŻE I ENDOSKOPOWE ZABIEGI W CHOROBACH ZAPALNYCH JELIT *,1a,2017,2017
,,12438,14114,1.13,0.2,2.18,10,7,,,,,F58E CHOROBY ZAPALNE JELIT > 65 R.Ż,1a,2017,2017
,,17818,23870,1.34,0.34,3.7,4,2,,,,,F58F CHOROBY ZAPALNE JELIT < 66 R.Ż.,1a,2017,2017
,,209,209,1.0,0.0,0.03,15,10,,,,,F61 KOMPLEKSOWE ZABIEGI W KRWAWIENIACH Z PRZEWODU POKARMOWEGO *,1a,2017,2017
,,11428,11925,1.04,0.17,1.85,5,4,,,,,F62 DUŻE I ENDOSKOPOWE LECZNICZE ZABIEGI W KRWAWIENIACH Z PRZEWODU POKARMOWEGO *,1a,2017,2017
,,13570,14204,1.05,0.2,2.2,5,5,,,,,F66 KRWAWIENIA Z PRZEWODU POKARMOWEGO - LECZENIE ZACHOWAWCZE,1a,2017,2017
,,70077,71438,1.02,1.0,11.06,2,2,,,,,F72 OPERACJE PRZEPUKLIN JAMY BRZUSZNEJ Z WSZCZEPEM *,1a,2017,2017
,,24354,24538,1.01,0.34,3.8,2,2,,,,,F73 OPERACJE PRZEPUKLIN BRZUSZNYCH *,1a,2017,2017
,,9683,9684,1.0,0.14,1.5,5,4,,,,,F82 WYCIĘCIE WYROSTKA ROBACZKOWEGO Z POWIKŁANIAMI *,1a,2017,2017
,,18380,18381,1.0,0.26,2.85,4,3,,,,,F83 WYCIĘCIE WYROSTKA ROBACZKOWEGO *,1a,2017,2017
,,266,275,1.03,0.0,0.04,6,7,,,,,F86E CHOROBY WYROSTKA ROBACZKOWEGO > 65 R.Ż.,1a,2017,2017
,,1003,1028,1.02,0.01,0.16,3,2,,,,,F86F CHOROBY WYROSTKA ROBACZKOWEGO < 66 R.Ż.,1a,2017,2017
,,17579,18512,1.05,0.26,2.87,2,2,,,,,F93 ŚREDNIE ZABIEGI ODBYTU *,1a,2017,2017
,,3848,4009,1.04,0.06,0.62,1,2,,,,,F94 MAŁE ZABIEGI ODBYTU I ODBYTNICY *,1a,2017,2017
,,2477,2597,1.05,0.04,0.4,5,2,,,,,F96 CHOROBY ODBYTU,1a,2017,2017
,,906,912,1.01,0.01,0.33,9,8,,,,,G01 ROZLEGŁE ZABIEGI WĄTROBY *,1a,2017,2017
,,1892,2400,1.27,0.03,0.87,4,3,,,,,G11 KOMPLEKSOWE ZABIEGI WĄTROBY *,1a,2017,2017
,,128,136,1.06,0.0,0.05,4,2,,,,,G12 DUŻE ZABIEGI WĄTROBY *,1a,2017,2017
,,201,201,1.0,0.0,0.07,7,3,,,,,G13 ŚREDNIE ZABIEGI WĄTROBY *,1a,2017,2017
,,880,920,1.05,0.01,0.33,1,1,,,,,G14 MAŁE ZABIEGI WĄTROBY *,1a,2017,2017
,,9747,10629,1.09,0.15,3.87,6,2,,,,,G16 OSTRE CHOROBY WĄTROBY,1a,2017,2017
,,24164,27951,1.16,0.39,10.17,9,6,,,,,G17 PRZEWLEKŁE CHOROBY WĄTROBY Z PW >5 DNI,1a,2017,2017
,,37757,42851,1.13,0.6,15.6,3,2,,,,,G18A PRZEWLEKŁE CHOROBY WĄTROBY BEZ PW  > 17 R. Ż.,1a,2017,2017
,,2200,2497,1.14,0.04,0.91,2,2,,,,,G18B PRZEWLEKŁE CHOROBY WĄTROBY BEZ PW < 18 R. Ż.,1a,2017,2017
,,907,908,1.0,0.01,0.33,15,8,,,,,G21 KOMPLEKSOWE ZABIEGI PRZEWODÓW ŻÓŁCIOWYCH *,1a,2017,2017
,,695,702,1.01,0.01,0.26,12,7,,,,,G22 DUŻE ZABIEGI PRZEWODÓW ŻÓŁCIOWYCH *,1a,2017,2017
,,22147,22153,1.0,0.31,8.06,4,3,,,,,G25E WYCIĘCIE PĘCHERZYKA ŻÓŁCIOWEGO > 65 R.Ż. *,1a,2017,2017
,,60343,60351,1.0,0.85,21.97,3,3,,,,,G25F WYCIĘCIE PĘCHERZYKA ŻÓŁCIOWEGO < 66 R.Ż *,1a,2017,2017
,,8904,9603,1.08,0.13,3.5,5,2,,,,,G26E CHOROBY DRÓG ŻÓŁCIOWYCH > 65 R.Ż.,1a,2017,2017
,,7295,7752,1.06,0.11,2.82,3,2,,,,,G26F CHOROBY DRÓG ŻÓŁCIOWYCH < 66 R.Ż.,1a,2017,2017
,,4841,5626,1.16,0.08,2.05,5,2,,,,,G28 NOWOTWORY DRÓG ŻÓŁCIOWYCH,1a,2017,2017
,,10,10,1.0,0.0,0.0,24,13,,,,,G30 PRZESZCZEPIENIE TRZUSTKI *,1a,2017,2017
,,1643,1653,1.01,0.02,0.6,14,8,,,,,G31 KOMPLEKSOWE ZABIEGI TRZUSTKI,1a,2017,2017
,,559,562,1.01,0.01,0.2,9,7,,,,,G32 DUŻE ZABIEGI TRZUSTKI *,1a,2017,2017
,,2422,2639,1.09,0.04,0.96,4,2,,,,,G33 ZABIEGI ENDOSKOPOWE I PRZEZSKÓRNE DRÓG ŻÓŁCIOWYCH I TRZUSTKI Z WPROWADZENIEM PROTEZY SAMOROZPRĘŻALNEJ *,1a,2017,2017
,,20025,25195,1.26,0.35,9.17,4,2,,,,,G34 ZABIEGI ENDOSKOPOWE I PRZEZSKÓRNE DRÓG ŻÓŁCIOWYCH I TRZUSTKI *,1a,2017,2017
,,7952,8468,1.06,0.12,3.08,1,0,,,,,G35 INNE ZABIEGI DRÓG ŻÓŁCIOWYCH I TRZUSTKI *,1a,2017,2017
,,5505,5731,1.04,0.08,2.09,12,7,,,,,G36 OSTRE ZAPALENIE TRZUSTKI O CIĘŻKIM PRZEBIEGU,1a,2017,2017
,,19030,21003,1.1,0.29,7.65,6,5,,,,,G37 OSTRE ZAPALENIE TRZUSTKI,1a,2017,2017
,,10172,12426,1.22,0.17,4.52,5,2,,,,,G38 PRZEWLEKŁE CHOROBY TRZUSTKI,1a,2017,2017
,,1424,1426,1.0,0.02,0.52,8,6,,,,,G42 ZABIEGI ŚLEDZIONY *,1a,2017,2017
,,2353,2388,1.01,0.03,0.38,6,4,,,,,"H01 ENDOPROTEZOPLASTYKA ŁOKCIA, BARKU, NADGARSTKA, STAWU SKOKOWO-GOLENIOWEGO, PIERWOTNA CZĘŚCIOWA KOLANA *",1a,2017,2017
,,948,952,1.0,0.01,0.15,10,9,,,,,H02 ENDOPROTEZOPLASTYKA PIERWOTNA CZĘŚCIOWA STAWU BIODROWEGO *,1a,2017,2017
,,351,363,1.03,0.01,0.06,12,11,,,,,"H09 ZABIEGI OPERACYJNE - REWIZYJNE Z POWODU ASEPTYCZNEGO OBLUZOWANIA LUB Z TOWARZYSZĄCYM ZŁAMANIEM ""OKOŁOPROTEZOWYM"" *",1a,2017,2017
,,971,1075,1.11,0.02,0.17,17,8,,,,,H10 ZABIEGI OPERACYJNE - REWIZYJNE W PRZYPADKACH INFEKCJI WOKÓŁ PROTEZY *,1a,2017,2017
,,583,595,1.02,0.01,0.09,10,9,,,,,H11 ZABIEGI RESEKCYJNE ZMIAN NOWOTWOROWYCH LUB GUZOWATYCH Z ENDOPROTEZOPLASTYKĄ LUB ZABIEG REWIZYJNY Z UŻYCIEM PROTEZ PORESEKCYJNYCH *,1a,2017,2017
,,232,245,1.06,0.0,0.04,18,14,,,,,H12 CZASOWE IMPLANTY UWALNIAJĄCE ANTYBIOTYKI W LECZENIU INFEKCJI OKOŁOPROTEZOWYCH *,1a,2017,2017
,,22327,22603,1.01,0.32,3.56,8,7,,,,,H13 ENDOPROTEZOPLASTYKA PIERWOTNA CAŁKOWITA BIODRA *,1a,2017,2017
,,27677,28298,1.02,0.4,4.46,7,7,,,,,"H14 ENDOPROTEZOPLASTYKA PIERWOTNA CAŁKOWITA BIODRA Z REKONSTRUKCJĄ KOSTNĄ, ENDOPROTEZOPLASTYKA STAWU BIODROWEGO Z ZASTOSOWANIEM TRZPIENIA PRZYNASADOWEGO, KAPOPLASTYKA STAWU BIODROWEGO *",1a,2017,2017
,,24058,24698,1.03,0.35,3.89,7,8,,,,,H15 ENDOPROTEZOPLASTYKA PIERWOTNA CAŁKOWITA KOLANA *,1a,2017,2017
,,1200,1231,1.03,0.02,0.19,10,7,,,,,H16 ENDOPROTEZOPLASTYKA REWIZYJNA CZĘŚCIOWA BIODRA *,1a,2017,2017
,,1964,2017,1.03,0.03,0.32,10,8,,,,,H17 ENDOPROTEZOPLASTYKA REWIZYJNA CAŁKOWITA BIODRA *,1a,2017,2017
,,448,456,1.02,0.01,0.07,8,6,,,,,H18 ENDOPROTEZOPLASTYKA REWIZYJNA CZĘŚCIOWA KOLANA *,1a,2017,2017
,,545,556,1.02,0.01,0.09,9,8,,,,,H19 ENDOPROTEZOPLASTYKA REWIZYJNA CAŁKOWITA KOLANA *,1a,2017,2017
,,17942,18196,1.01,0.26,2.87,2,2,,,,,H21 ARTROSKOPOWA REKONSTRUKCJA Z UŻYCIEM IMPLANTÓW MOCUJĄCYCH *,1a,2017,2017
,,50165,50956,1.02,0.72,8.03,2,2,,,,,H22 ARTROSKOPIA LECZNICZA *,1a,2017,2017
,,1291,1291,1.0,0.02,0.2,2,2,,,,,H23 ARTROSKOPIA DIAGNOSTYCZNO - LECZNICZA *,1a,2017,2017
,,811,823,1.01,0.01,0.13,7,3,,,,,H31E KOMPLEKSOWE ZABIEGI W ZAKRESIE KOŃCZYNY DOLNEJ I MIEDNICY > 65 R.Ż. *,1a,2017,2017
,,8296,8481,1.02,0.12,1.34,4,2,,,,,H31F KOMPLEKSOWE ZABIEGI W ZAKRESIE KOŃCZYNY DOLNEJ I MIEDNICY < 66 R.Ż. *,1a,2017,2017
,,25853,26891,1.04,0.38,4.24,3,2,,,,,H32 DUŻE ZABIEGI W ZAKRESIE KOŃCZYNY DOLNEJ I MIEDNICY *,1a,2017,2017
,,30661,34849,1.14,0.49,5.49,1,0,,,,,H33 ŚREDNIE ZABIEGI NA KOŃCZYNIE DOLNEJ *,1a,2017,2017
,,1699,1755,1.03,0.02,0.28,3,2,,,,,"H41 REKONSTRUKCJA FUNKCJI RĘKI, W TYM MIKROCHIRURGICZNA *",1a,2017,2017
,,17298,18005,1.04,0.25,2.84,2,2,,,,,H42 DUŻE ZABIEGI NA KOŃCZYNIE GÓRNEJ *,1a,2017,2017
,,30719,32381,1.05,0.45,5.11,1,0,,,,,H43 ŚREDNIE ZABIEGI NA KOŃCZYNIE GÓRNEJ *,1a,2017,2017
,,4643,4789,1.03,0.07,0.76,9,8,,,,,H51 KOMPLEKSOWE ZABIEGI KOREKCYJNE KRĘGOSŁUPA *,1a,2017,2017
,,15164,15494,1.02,0.22,2.44,5,3,,,,,H52 ZABIEGI NA KRĘGOSŁUPIE Z ZASTOSOWANIEM IMPLANTÓW *,1a,2017,2017
,,6850,7083,1.03,0.1,1.12,4,2,,,,,H53 ZABIEGI NA KRĘGOSŁUPIE BEZ STOSOWANIA IMPLANTÓW *,1a,2017,2017
,,4802,5395,1.12,0.08,0.85,0,0,,,,,H55 ZABIEGI ARTROSKOPOWE I PRZEZSKÓRNE W ZAKRESIE KRĘGOSŁUPA *,1a,2017,2017
,,3324,3475,1.05,0.05,0.55,2,2,,,,,H56C ZESPOŁY BÓLOWE KRĘGOSLUPA < 4 DNI,1a,2017,2017
,,5303,5380,1.01,0.08,0.85,7,4,,,,,H56D ZESPOŁY BÓLOWE KRĘGOSŁUPA >3 DNI,1a,2017,2017
,,125,125,1.0,0.0,0.02,20,20,,,,,H60 REKONSTRUKCJA ZŁAMAŃ W OBRĘBIE MIEDNICY Z PW *,1a,2017,2017
,,453,459,1.01,0.01,0.07,14,13,,,,,H61 REKONSTRUKCJA ZŁAMAŃ W OBRĘBIE MIEDNICY BEZ PW *,1a,2017,2017
,,11316,11392,1.01,0.16,1.8,8,7,,,,,H62E ZŁAMANIA LUB ZWICHNIĘCIA W OBRĘBIE MIEDNICY LUB KOŃCZYNY DOLNEJ > 65 R.Ż. *,1a,2017,2017
,,13846,13954,1.01,0.2,2.2,5,3,,,,,H62F ZŁAMANIA LUB ZWICHNIĘCIA W OBRĘBIE MIEDNICY LUB KOŃCZYNY DOLNEJ < 66 R.Ż. *,1a,2017,2017
,,44831,45283,1.01,0.64,7.14,2,2,,,,,H63 ZŁAMANIA LUB ZWICHNIĘCIA W OBRĘBIE KOŃCZYNY GÓRNEJ *,1a,2017,2017
,,19604,20252,1.03,0.28,3.19,1,1,,,,,H64 MNIEJSZE ZŁAMANIA LUB ZWICHNIĘCIA *,1a,2017,2017
,,1435,1439,1.0,0.02,0.23,17,11,,,,,"H66 CZYNNOŚCIOWE LECZENIE ZŁAMAŃ KOŚCI DŁUGICH, STAWOWYCH, MIEDNICY, KRĘGOSŁUPA > 10 DNI",1a,2017,2017
,,1438,1443,1.0,0.02,0.23,5,4,,,,,"H67 CZYNNOŚCIOWE LECZENIE ZŁAMAŃ KOŚCI DŁUGICH, STAWOWYCH, MIEDNICY, KRĘGOSŁUPA",1a,2017,2017
,,9492,10246,1.08,0.14,1.62,9,7,,,,,H72 AMPUTACJE ROZLEGŁE I DUŻE *,1a,2017,2017
,,435,442,1.02,0.01,0.07,5,1,,,,,H74E MNIEJSZE AMPUTACJE > 65 R.Ż. *,1a,2017,2017
,,785,798,1.02,0.01,0.13,2,1,,,,,H74F MNIEJSZE AMPUTACJE < 66 R.Ż. *,1a,2017,2017
,,1984,2107,1.06,0.03,0.33,15,11,,,,,"H81 KOMPLEKSOWE ZABIEGI W CHOROBACH INFEKCYJNYCH, NOWOTWOROWYCH KOŚCI, STAWÓW, TKANKI ŁĄCZNEJ > 10 DNI *",1a,2017,2017
,,2915,3000,1.03,0.04,0.47,2,2,,,,,"H82 DUŻE ZABIEGI W CHOROBACH INFEKCYJNYCH, NOWOTWOROWYCH  KOŚCI, STAWÓW, TKANKI ŁĄCZNEJ *",1a,2017,2017
,,65784,68960,1.05,0.97,10.87,1,0,,,,,H83 ŚREDNIE ZABIEGI NA TKANKACH MIĘKKICH *,1a,2017,2017
,,7336,7483,1.02,0.1,1.18,0,0,,,,,H84 MNIEJSZE ZABIEGI W OBRĘBIE UKŁADU MIĘŚNIOWO-SZKIELETOWEGO LUB TKANEK MIĘKKICH *,1a,2017,2017
,,284,284,1.0,0.0,0.04,4,2,,,,,H85E POURAZOWE USZKODZENIA POZA USZKODZENIEM MÓZGU > 65 R.Ż.,1a,2017,2017
,,490,492,1.0,0.01,0.08,2,2,,,,,H85F POURAZOWE USZKODZENIA POZA USZKODZENIEM MÓZGU > 17 R.Ż. I < 66 R.Ż.,1a,2017,2017
,,6652,7088,1.07,0.1,1.12,2,2,,,,,H86 CHOROBY TKANEK MIĘKKICH,1a,2017,2017
,,6209,7304,1.18,0.1,1.15,1,0,,,,,H87C CHOROBY ZAPALNE STAWÓW  I TKANKI ŁĄCZNEJ < 4 DNI,1a,2017,2017
,,44363,48201,1.09,0.68,7.6,8,4,,,,,H87D CHOROBY ZAPALNE STAWÓW I TKANKI ŁĄCZNEJ > 3 DNI,1a,2017,2017
,,3365,3686,1.1,0.05,0.58,8,13,,,,,H88 CHOROBY INFEKCYJNE KOŚCI I STAWÓW,1a,2017,2017
,,11691,14208,1.22,0.2,2.24,1,0,,,,,H89C CHOROBY NIEZAPALNE KOŚCI I STAWÓW < 4 DNI,1a,2017,2017
,,19968,21113,1.06,0.3,3.33,7,4,,,,,H89D CHOROBY NIEZAPALNE KOŚCI I STAWÓW > 3 DNI,1a,2017,2017
,,21,21,1.0,0.0,0.0,16,14,,,,,H90 ZAPALENIA STAWÓW I UKŁADOWE CHOROBY TKANKI ŁĄCZNEJ WYMAGAJĄCE INTENSYWNEGO LECZENIA > 10 DNI,1a,2017,2017
,,1996,2240,1.12,0.03,0.35,3,2,,,,,H92 ZABIEGI REKONSTRUKCYJNE DEFORMACJI UKŁADU KOSTNO-STAWOWEGO < 18 R.Ż.,1a,2017,2017
,,2177,2961,1.36,0.04,0.47,5,2,,,,,H96CE UKŁADOWE CHOROBY TKANKI ŁĄCZNEJ > 65 R.Ż.,1a,2017,2017
,,8333,12137,1.46,0.17,1.91,3,0,,,,,H96CF UKŁADOWE CHOROBY TKANKI ŁĄCZNEJ < 66 R.Ż.,1a,2017,2017
,,5232,5581,1.07,0.08,0.88,8,4,,,,,H96D UKŁADOWE CHOROBY TKANKI ŁĄCZNEJ > 3 DNI,1a,2017,2017
,,827,850,1.03,0.01,0.13,6,7,,,,,H98 KRYSTALOPATIE,1a,2017,2017
,,1401,1450,1.04,0.02,0.72,4,4,,,,,J01 RADYKALNE ODJĘCIE PIERSI Z REKONSTRUKCJĄ *,1a,2017,2017
,,15184,15542,1.02,0.22,7.68,4,2,,,,,J02 KOMPLEKSOWE ZABIEGI W OBRĘBIE PIERSI *,1a,2017,2017
,,625,639,1.02,0.01,0.32,3,2,,,,,J03E DUŻE ZABIEGI W OBRĘBIE PIERSI > 65 R.Ż. *,1a,2017,2017
,,2177,2221,1.02,0.03,1.1,2,2,,,,,J03F DUŻE ZABIEGI W OBRĘBIE PIERSI < 66 R.Ż. *,1a,2017,2017
,,1838,2152,1.17,0.03,1.06,3,2,,,,,J04 ZABIEGI REKONSTRUKCYJNE PIERSI *,1a,2017,2017
,,5045,5124,1.02,0.07,2.53,2,2,,,,,J05 ŚREDNIA CHIRURGIA PIERSI *,1a,2017,2017
,,3304,3351,1.01,0.05,1.66,1,0,,,,,J06 MAŁA CHIRURGIA PIERSI *,1a,2017,2017
,,1016,1051,1.03,0.01,0.52,2,0,,,,,J07 CHOROBY PIERSI ŁAGODNE *,1a,2017,2017
,,6213,7503,1.21,0.11,3.71,2,2,,,,,J08 CHOROBY PIERSI ZŁOŚLIWE *,1a,2017,2017
,,5889,6257,1.06,0.09,3.09,0,0,,,,,J10 BIOPSJA MAMMOTOMICZNA *,1a,2017,2017
,,41,41,1.0,0.0,0.02,26,2,,,,,J22 EKSTREMALNE OPARZENIA Z ZABIEGIEM CHIRURGICZNYM > 15 DNI *,1a,2017,2017
,,1112,1118,1.01,0.02,0.55,19,11,,,,,J23 CIĘŻKIE OPARZENIA Z ZABIEGIEM CHIRURGICZNYM > 10 DNI *,1a,2017,2017
,,1577,1599,1.01,0.02,0.79,11,6,,,,,J24 ŚREDNIE OPARZENIA/ODMROŻENIA Z ZABIEGIEM CHIRURGICZNYM > 5 DNI *,1a,2017,2017
,,7,7,1.0,0.0,0.0,4,1,,,,,J25 EKSTREMALNE OPARZENIA > 15 DNI,1a,2017,2017
,,195,196,1.01,0.0,0.1,13,11,,,,,J26 CIĘŻKIE OPARZENIA > 10 DNI,1a,2017,2017
,,1388,1396,1.01,0.02,0.69,8,6,,,,,J27 ŚREDNIE OPARZENIA/ODMROŻENIA > 5 DNI,1a,2017,2017
,,3803,3821,1.0,0.05,1.89,3,2,,,,,J28 LEKKIE OPARZENIA/ODMROŻENIA,1a,2017,2017
